id,poNumber,vendorId,requestId,amount,status,category,itemName,quantity,orderDate,expectedDeliveryDate,actualDeliveryDate
982,PO-2026-000982,27,489,383567,Ordered,Industrial Equipment,Supply Item 153,1540,2025-05-14,2025-06-17,
983,PO-2026-000983,35,418,172116,Delivered,Packaging,Supply Item 146,732,2025-09-29,2025-10-12,2025-10-12
984,PO-2026-000984,48,460,336716,Ordered,Logistics,Supply Item 9,1972,2026-04-19,2026-04-30,
985,PO-2026-000985,66,130,312688,Delivered,Office Supplies,Supply Item 102,71,2025-02-23,2025-03-20,2025-03-27
986,PO-2026-000986,15,93,429170,Cancelled,Logistics,Supply Item 92,512,2024-11-26,2024-12-30,
987,PO-2026-000987,10,111,349433,Pending Approval,Office Supplies,Supply Item 32,29,2025-01-15,2025-02-14,
988,PO-2026-000988,41,353,10715,Pending Approval,Maintenance Services,Supply Item 146,1638,2026-01-04,2026-02-01,
989,PO-2026-000989,42,461,126974,Ordered,IT Services,Supply Item 155,444,2025-07-29,2025-08-09,
990,PO-2026-000990,68,112,58959,Completed,Electronics,Supply Item 147,1838,2025-07-28,2025-08-21,2025-08-22
991,PO-2026-000991,83,216,362633,Approved,Office Supplies,Supply Item 51,413,2026-02-13,2026-03-19,
992,PO-2026-000992,7,411,263963,Approved,Industrial Equipment,Supply Item 31,264,2025-05-25,2025-06-03,
993,PO-2026-000993,58,88,320322,Ordered,Packaging,Supply Item 148,53,2024-11-30,2025-01-13,
994,PO-2026-000994,37,10,342466,Draft,Maintenance Services,Supply Item 73,278,2026-03-13,2026-04-25,
995,PO-2026-000995,52,19,284690,Draft,Office Supplies,Supply Item 166,43,2026-07-29,2026-09-07,
996,PO-2026-000996,9,241,54870,Ordered,IT Services,Supply Item 71,659,2026-04-29,2026-06-26,
997,PO-2026-000997,97,178,214895,Cancelled,Office Supplies,Supply Item 127,1264,2024-03-22,2024-05-03,
998,PO-2026-000998,7,202,161470,Ordered,Electronics,Supply Item 96,1930,2025-12-14,2026-01-19,
999,PO-2026-000999,80,53,20355,Cancelled,Raw Materials,Supply Item 36,225,2024-08-17,2024-08-27,
1000,PO-2026-001000,42,442,365499,Pending Approval,Logistics,Supply Item 23,401,2026-01-11,2026-02-14,
