id,order_number,customer_id,order_date,status,amount,expected_delivery,actual_delivery,priority,created_at,updated_at
182,DC-ORD-37496,179,2016-07-01,SUSPECTED_FRAUD,464.75,2016-07-05,2016-07-03,Normal,2016-07-01 08:10:00,2016-07-01 08:10:00
183,DC-ORD-49075,180,2016-12-17,SUSPECTED_FRAUD,579.26,2016-12-21,2016-12-23,Normal,2016-12-17 08:48:00,2016-12-17 08:48:00
184,DC-ORD-41623,181,2016-08-30,SUSPECTED_FRAUD,891.02,2016-09-03,2016-09-03,Normal,2016-08-30 14:02:00,2016-08-30 14:02:00
185,DC-ORD-39271,182,2016-07-27,SUSPECTED_FRAUD,486.95,2016-07-31,2016-07-29,Normal,2016-07-27 06:01:00,2016-07-27 06:01:00
186,DC-ORD-38598,183,2016-07-17,SUSPECTED_FRAUD,361.39,2016-07-21,2016-07-21,Normal,2016-07-17 10:14:00,2016-07-17 10:14:00
187,DC-ORD-37845,184,2016-07-06,SUSPECTED_FRAUD,696.78,2016-07-10,2016-07-12,Normal,2016-07-06 10:26:00,2016-07-06 10:26:00
188,DC-ORD-42331,185,2016-09-09,CANCELED,865.09,2016-09-13,2016-09-11,Normal,2016-09-09 22:05:00,2016-09-09 22:05:00
189,DC-ORD-41345,186,2016-08-26,CANCELED,203.97,2016-08-30,2016-09-01,Normal,2016-08-26 12:38:00,2016-08-26 12:38:00
190,DC-ORD-51168,187,2017-01-16,CANCELED,356.76,2017-01-20,2017-01-20,Normal,2017-01-16 22:04:00,2017-01-16 22:04:00
191,DC-ORD-43599,188,2016-09-28,CANCELED,443.98,2016-10-02,2016-10-03,Normal,2016-09-28 10:19:00,2016-09-28 10:19:00
192,DC-ORD-41901,189,2016-09-03,CANCELED,519.97,2016-09-07,2016-09-05,Normal,2016-09-03 15:26:00,2016-09-03 15:26:00
193,DC-ORD-42751,190,2016-09-16,PENDING,860.44,2016-09-20,2016-09-18,Normal,2016-09-16 01:13:00,2016-09-16 01:13:00
194,DC-ORD-45088,191,2016-10-20,PENDING,983.85,2016-10-24,2016-10-24,Normal,2016-10-20 03:59:00,2016-10-20 03:59:00
195,DC-ORD-50489,192,2017-01-07,PENDING,846.31,2017-01-11,2017-01-12,High,2017-01-07 00:11:00,2017-01-07 00:11:00
196,DC-ORD-44409,193,2016-10-10,PENDING,717.91,2016-10-14,2016-10-15,High,2016-10-10 06:06:00,2016-10-10 06:06:00
197,DC-ORD-42101,194,2016-09-06,PENDING,1036.97,2016-09-10,2016-09-08,Normal,2016-09-06 13:30:00,2016-09-06 13:30:00
198,DC-ORD-50424,195,2017-01-06,PENDING,730.22,2017-01-10,2017-01-11,High,2017-01-06 01:25:00,2017-01-06 01:25:00
199,DC-ORD-49825,196,2016-12-28,PENDING,826.55,2017-01-01,2017-01-03,High,2016-12-28 07:33:00,2016-12-28 07:33:00
200,DC-ORD-41294,197,2016-08-25,PENDING,447.66,2016-08-29,2016-08-30,High,2016-08-25 18:46:00,2016-08-25 18:46:00
201,DC-ORD-42023,198,2016-09-05,PENDING,582.41,2016-09-09,2016-09-09,Normal,2016-09-05 10:10:00,2016-09-05 10:10:00
202,DC-ORD-47774,199,2016-11-28,PENDING,669.13,2016-12-02,2016-12-03,High,2016-11-28 09:00:00,2016-11-28 09:00:00
203,DC-ORD-41827,200,2016-09-02,PENDING,333.06,2016-09-06,2016-09-05,Normal,2016-09-02 13:30:00,2016-09-02 13:30:00
204,DC-ORD-47193,201,2016-11-19,PENDING,468.98,2016-11-23,2016-11-23,Normal,2016-11-19 21:27:00,2016-11-19 21:27:00
205,DC-ORD-42626,202,2016-09-14,PENDING,160.0,2016-09-18,2016-09-16,Normal,2016-09-14 05:26:00,2016-09-14 05:26:00
206,DC-ORD-46199,203,2016-11-05,PENDING,389.18,2016-11-09,2016-11-10,High,2016-11-05 09:13:00,2016-11-05 09:13:00
207,DC-ORD-48468,204,2016-12-08,PENDING,673.38,2016-12-12,2016-12-12,Normal,2016-12-08 12:08:00,2016-12-08 12:08:00
208,DC-ORD-51009,205,2017-01-14,PROCESSING,395.96,2017-01-18,2017-01-19,High,2017-01-14 14:22:00,2017-01-14 14:22:00
209,DC-ORD-46229,206,2016-11-05,PROCESSING,1815.88,2016-11-09,2016-11-10,High,2016-11-05 19:43:00,2016-11-05 19:43:00
210,DC-ORD-42882,207,2016-09-17,PROCESSING,1541.91,2016-09-21,2016-09-20,Normal,2016-09-17 23:07:00,2016-09-17 23:07:00
211,DC-ORD-46827,208,2016-11-14,PROCESSING,363.96,2016-11-18,2016-11-17,Normal,2016-11-14 13:14:00,2016-11-14 13:14:00
212,DC-ORD-48684,209,2016-12-11,PROCESSING,1436.26,2016-12-15,2016-12-16,High,2016-12-11 15:49:00,2016-12-11 15:49:00
213,DC-ORD-46416,210,2016-11-08,PROCESSING,736.93,2016-11-12,2016-11-10,Normal,2016-11-08 13:14:00,2016-11-08 13:14:00
214,DC-ORD-47343,211,2016-11-22,PROCESSING,1178.94,2016-11-26,2016-11-26,Normal,2016-11-22 02:00:00,2016-11-22 02:00:00
215,DC-ORD-41686,212,2016-08-31,COMPLETE,124.79,2016-09-04,2016-09-02,Normal,2016-08-31 12:06:00,2016-08-31 12:06:00
216,DC-ORD-41896,213,2016-09-03,COMPLETE,1082.23,2016-09-07,2016-09-05,Normal,2016-09-03 13:41:00,2016-09-03 13:41:00
217,DC-ORD-28168,214,2016-02-16,COMPLETE,662.56,2016-02-20,2016-02-20,Normal,2016-02-16 04:09:00,2016-02-16 04:09:00
218,DC-ORD-24992,215,2015-12-31,COMPLETE,429.17,2016-01-04,2016-01-03,Normal,2015-12-31 19:27:00,2015-12-31 19:27:00
219,DC-ORD-30851,216,2016-03-26,COMPLETE,247.99,2016-03-30,2016-03-28,Normal,2016-03-26 08:07:00,2016-03-26 08:07:00
220,DC-ORD-25074,217,2016-01-02,COMPLETE,632.21,2016-01-06,2016-01-07,High,2016-01-02 00:11:00,2016-01-02 00:11:00
221,DC-ORD-76870,218,2018-01-27,COMPLETE,205.03,2018-01-31,2018-02-02,High,2018-01-27 02:38:00,2018-01-27 02:38:00
222,DC-ORD-25163,219,2016-01-03,COMPLETE,213.47,2016-01-07,2016-01-07,Normal,2016-01-03 07:22:00,2016-01-03 07:22:00
223,DC-ORD-28036,220,2016-02-14,COMPLETE,837.26,2016-02-18,2016-02-16,Normal,2016-02-14 05:54:00,2016-02-14 05:54:00
224,DC-ORD-22679,221,2015-11-28,COMPLETE,830.84,2015-12-02,2015-12-03,High,2015-11-28 01:06:00,2015-11-28 01:06:00
225,DC-ORD-23610,222,2015-12-11,COMPLETE,411.47,2015-12-15,2015-12-17,High,2015-12-11 15:17:00,2015-12-11 15:17:00
226,DC-ORD-42828,223,2016-09-17,COMPLETE,348.69,2016-09-21,2016-09-21,Normal,2016-09-17 04:12:00,2016-09-17 04:12:00
227,DC-ORD-48713,224,2016-12-12,COMPLETE,806.89,2016-12-16,2016-12-16,Normal,2016-12-12 01:59:00,2016-12-12 01:59:00
228,DC-ORD-45668,225,2016-10-28,COMPLETE,716.3,2016-11-01,2016-11-01,Normal,2016-10-28 15:11:00,2016-10-28 15:11:00
229,DC-ORD-74796,226,2017-12-27,COMPLETE,436.1,2017-12-31,2017-12-29,Normal,2017-12-27 20:01:00,2017-12-27 20:01:00
230,DC-ORD-27918,227,2016-02-12,COMPLETE,848.54,2016-02-16,2016-02-16,Normal,2016-02-12 12:34:00,2016-02-12 12:34:00
231,DC-ORD-30097,228,2016-03-15,COMPLETE,56.69,2016-03-19,2016-03-18,Normal,2016-03-15 07:58:00,2016-03-15 07:58:00
232,DC-ORD-30966,229,2016-03-28,COMPLETE,386.82,2016-04-01,2016-03-30,Normal,2016-03-28 00:25:00,2016-03-28 00:25:00
233,DC-ORD-30063,230,2016-03-14,COMPLETE,518.78,2016-03-18,2016-03-18,Normal,2016-03-14 20:03:00,2016-03-14 20:03:00
234,DC-ORD-22019,231,2015-11-18,COMPLETE,893.16,2015-11-22,2015-11-23,High,2015-11-18 09:53:00,2015-11-18 09:53:00
235,DC-ORD-24230,232,2015-12-20,COMPLETE,316.15,2015-12-24,2015-12-26,High,2015-12-20 16:29:00,2015-12-20 16:29:00
236,DC-ORD-42353,233,2016-09-10,COMPLETE,373.01,2016-09-14,2016-09-14,Normal,2016-09-10 05:47:00,2016-09-10 05:47:00
237,DC-ORD-42134,234,2016-09-07,COMPLETE,628.57,2016-09-11,2016-09-12,High,2016-09-07 01:04:00,2016-09-07 01:04:00
238,DC-ORD-21522,235,2015-11-11,COMPLETE,653.75,2015-11-15,2015-11-14,Normal,2015-11-11 03:45:00,2015-11-11 03:45:00
239,DC-ORD-23767,236,2015-12-13,COMPLETE,120.89,2015-12-17,2015-12-16,Normal,2015-12-13 22:17:00,2015-12-13 22:17:00
240,DC-ORD-25433,237,2016-01-07,COMPLETE,1520.8,2016-01-11,2016-01-11,Normal,2016-01-07 05:57:00,2016-01-07 05:57:00
241,DC-ORD-73893,238,2017-12-14,COMPLETE,200.71,2017-12-18,2017-12-18,Normal,2017-12-14 15:39:00,2017-12-14 15:39:00
242,DC-ORD-30085,239,2016-03-15,COMPLETE,176.91,2016-03-19,2016-03-21,High,2016-03-15 03:45:00,2016-03-15 03:45:00
243,DC-ORD-30172,240,2016-03-16,COMPLETE,698.8,2016-03-20,2016-03-19,Normal,2016-03-16 10:14:00,2016-03-16 10:14:00
244,DC-ORD-27478,241,2016-02-06,COMPLETE,370.0,2016-02-10,2016-02-10,Normal,2016-02-06 02:25:00,2016-02-06 02:25:00
245,DC-ORD-76976,242,2018-01-28,COMPLETE,200.71,2018-02-01,2018-01-30,Normal,2018-01-28 15:46:00,2018-01-28 15:46:00
246,DC-ORD-24063,243,2015-12-18,COMPLETE,170.87,2015-12-22,2015-12-22,Normal,2015-12-18 05:59:00,2015-12-18 05:59:00
247,DC-ORD-51209,244,2017-01-17,COMPLETE,566.78,2017-01-21,2017-01-22,High,2017-01-17 12:26:00,2017-01-17 12:26:00
248,DC-ORD-73839,245,2017-12-13,COMPLETE,200.71,2017-12-17,2017-12-18,High,2017-12-13 20:44:00,2017-12-13 20:44:00
249,DC-ORD-74723,246,2017-12-26,COMPLETE,429.18,2017-12-30,2017-12-30,Normal,2017-12-26 18:26:00,2017-12-26 18:26:00
250,DC-ORD-26821,247,2016-01-27,COMPLETE,824.14,2016-01-31,2016-01-29,Normal,2016-01-27 12:14:00,2016-01-27 12:14:00
251,DC-ORD-77102,248,2018-01-30,COMPLETE,200.71,2018-02-03,2018-02-02,Normal,2018-01-30 11:54:00,2018-01-30 11:54:00
252,DC-ORD-41608,249,2016-08-30,COMPLETE,1061.82,2016-09-03,2016-09-03,Normal,2016-08-30 08:47:00,2016-08-30 08:47:00
253,DC-ORD-47009,250,2016-11-17,COMPLETE,895.15,2016-11-21,2016-11-22,High,2016-11-17 04:59:00,2016-11-17 04:59:00
254,DC-ORD-49916,251,2016-12-29,COMPLETE,118.29,2017-01-02,2016-12-31,Normal,2016-12-29 15:26:00,2016-12-29 15:26:00
255,DC-ORD-29746,252,2016-03-10,COMPLETE,1099.62,2016-03-14,2016-03-12,Normal,2016-03-10 04:59:00,2016-03-10 04:59:00
256,DC-ORD-72533,253,2017-11-24,COMPLETE,191.87,2017-11-28,2017-11-28,Normal,2017-11-24 19:11:00,2017-11-24 19:11:00
257,DC-ORD-48608,254,2016-12-10,COMPLETE,329.97,2016-12-14,2016-12-14,Normal,2016-12-10 13:11:00,2016-12-10 13:11:00
258,DC-ORD-45506,255,2016-10-26,COMPLETE,393.68,2016-10-30,2016-10-28,Normal,2016-10-26 06:25:00,2016-10-26 06:25:00
259,DC-ORD-45027,256,2016-10-19,COMPLETE,596.43,2016-10-23,2016-10-22,Normal,2016-10-19 06:36:00,2016-10-19 06:36:00
260,DC-ORD-46308,257,2016-11-06,COMPLETE,969.98,2016-11-10,2016-11-10,Normal,2016-11-06 23:24:00,2016-11-06 23:24:00
261,DC-ORD-43685,258,2016-09-29,COMPLETE,619.36,2016-10-03,2016-10-05,High,2016-09-29 16:27:00,2016-09-29 16:27:00
262,DC-ORD-41893,259,2016-09-03,COMPLETE,547.48,2016-09-07,2016-09-07,Normal,2016-09-03 12:38:00,2016-09-03 12:38:00
263,DC-ORD-46339,260,2016-11-07,COMPLETE,373.49,2016-11-11,2016-11-12,High,2016-11-07 10:15:00,2016-11-07 10:15:00
264,DC-ORD-46667,261,2016-11-12,COMPLETE,566.47,2016-11-16,2016-11-15,Normal,2016-11-12 05:10:00,2016-11-12 05:10:00
265,DC-ORD-47647,262,2016-11-26,COMPLETE,205.0,2016-11-30,2016-11-29,Normal,2016-11-26 12:30:00,2016-11-26 12:30:00
266,DC-ORD-48565,263,2016-12-09,COMPLETE,1047.34,2016-12-13,2016-12-15,High,2016-12-09 22:07:00,2016-12-09 22:07:00
267,DC-ORD-43889,264,2016-10-02,COMPLETE,904.91,2016-10-06,2016-10-07,High,2016-10-02 15:55:00,2016-10-02 15:55:00
268,DC-ORD-45138,265,2016-10-20,COMPLETE,685.29,2016-10-24,2016-10-24,Normal,2016-10-20 21:30:00,2016-10-20 21:30:00
269,DC-ORD-44160,266,2016-10-06,COMPLETE,1075.9,2016-10-10,2016-10-12,High,2016-10-06 14:51:00,2016-10-06 14:51:00
270,DC-ORD-49214,267,2016-12-19,COMPLETE,525.03,2016-12-23,2016-12-24,High,2016-12-19 09:30:00,2016-12-19 09:30:00
271,DC-ORD-41825,268,2016-09-02,COMPLETE,278.9,2016-09-06,2016-09-08,High,2016-09-02 12:48:00,2016-09-02 12:48:00
272,DC-ORD-44504,269,2016-10-11,COMPLETE,857.16,2016-10-15,2016-10-16,High,2016-10-11 15:22:00,2016-10-11 15:22:00
273,DC-ORD-44496,270,2016-10-11,COMPLETE,770.52,2016-10-15,2016-10-13,Normal,2016-10-11 12:34:00,2016-10-11 12:34:00
274,DC-ORD-45559,271,2016-10-27,COMPLETE,485.3,2016-10-31,2016-11-01,High,2016-10-27 00:59:00,2016-10-27 00:59:00
275,DC-ORD-44074,272,2016-10-05,COMPLETE,111.16,2016-10-09,2016-10-10,High,2016-10-05 08:44:00,2016-10-05 08:44:00
276,DC-ORD-49857,273,2016-12-28,COMPLETE,443.87,2017-01-01,2016-12-31,Normal,2016-12-28 18:46:00,2016-12-28 18:46:00
277,DC-ORD-41786,274,2016-09-01,COMPLETE,513.04,2016-09-05,2016-09-03,Normal,2016-09-01 23:08:00,2016-09-01 23:08:00
278,DC-ORD-48042,275,2016-12-02,ON_HOLD,263.49,2016-12-06,2016-12-05,Normal,2016-12-02 06:54:00,2016-12-02 06:54:00
279,DC-ORD-44301,276,2016-10-08,ON_HOLD,474.95,2016-10-12,2016-10-10,Normal,2016-10-08 16:15:00,2016-10-08 16:15:00
280,DC-ORD-41591,277,2016-08-30,ON_HOLD,517.03,2016-09-03,2016-09-01,Normal,2016-08-30 02:49:00,2016-08-30 02:49:00
281,DC-ORD-44981,278,2016-10-18,ON_HOLD,1015.85,2016-10-22,2016-10-20,Normal,2016-10-18 14:29:00,2016-10-18 14:29:00
282,DC-ORD-41545,279,2016-08-29,ON_HOLD,1049.44,2016-09-02,2016-09-04,High,2016-08-29 10:42:00,2016-08-29 10:42:00
283,DC-ORD-49910,280,2016-12-29,ON_HOLD,292.74,2017-01-02,2017-01-04,High,2016-12-29 13:20:00,2016-12-29 13:20:00
284,DC-ORD-19590,281,2015-10-13,COMPLETE,825.23,2015-10-17,2015-10-19,High,2015-10-13 22:53:00,2015-10-13 22:53:00
285,DC-ORD-43650,282,2016-09-29,COMPLETE,289.34,2016-10-03,2016-10-05,High,2016-09-29 04:11:00,2016-09-29 04:11:00
286,DC-ORD-15202,283,2015-08-10,COMPLETE,902.4,2015-08-14,2015-08-13,Normal,2015-08-10 21:35:00,2015-08-10 21:35:00
287,DC-ORD-15462,284,2015-08-14,COMPLETE,137.15,2015-08-18,2015-08-17,Normal,2015-08-14 16:40:00,2015-08-14 16:40:00
288,DC-ORD-15155,285,2015-08-10,COMPLETE,904.4,2015-08-14,2015-08-16,High,2015-08-10 05:07:00,2015-08-10 05:07:00
289,DC-ORD-64451,286,2017-07-29,COMPLETE,525.93,2017-08-02,2017-07-31,Normal,2017-07-29 19:42:00,2017-07-29 19:42:00
290,DC-ORD-67028,287,2017-09-05,COMPLETE,1366.35,2017-09-09,2017-09-09,Normal,2017-09-05 10:32:00,2017-09-05 10:32:00
291,DC-ORD-62336,288,2017-06-28,COMPLETE,880.93,2017-07-02,2017-06-30,Normal,2017-06-28 22:43:00,2017-06-28 22:43:00
292,DC-ORD-11334,289,2015-06-15,COMPLETE,486.71,2015-06-19,2015-06-20,High,2015-06-15 10:27:00,2015-06-15 10:27:00
293,DC-ORD-62885,290,2017-07-06,COMPLETE,695.71,2017-07-10,2017-07-12,High,2017-07-06 23:03:00,2017-07-06 23:03:00
294,DC-ORD-66998,291,2017-09-05,COMPLETE,942.5,2017-09-09,2017-09-09,Normal,2017-09-05 00:02:00,2017-09-05 00:02:00
295,DC-ORD-47002,292,2016-11-17,COMPLETE,1090.88,2016-11-21,2016-11-20,Normal,2016-11-17 02:32:00,2016-11-17 02:32:00
296,DC-ORD-63445,293,2017-07-15,COMPLETE,802.91,2017-07-19,2017-07-21,High,2017-07-15 03:15:00,2017-07-15 03:15:00
297,DC-ORD-67566,294,2017-09-13,COMPLETE,474.95,2017-09-17,2017-09-15,Normal,2017-09-13 07:01:00,2017-09-13 07:01:00
298,DC-ORD-18884,295,2015-10-03,COMPLETE,284.49,2015-10-07,2015-10-08,High,2015-10-03 15:33:00,2015-10-03 15:33:00
299,DC-ORD-18845,296,2015-10-03,COMPLETE,581.3,2015-10-07,2015-10-09,High,2015-10-03 01:53:00,2015-10-03 01:53:00
300,DC-ORD-66854,297,2017-09-02,COMPLETE,464.95,2017-09-06,2017-09-07,High,2017-09-02 21:35:00,2017-09-02 21:35:00
301,DC-ORD-46955,298,2016-11-16,COMPLETE,454.95,2016-11-20,2016-11-22,High,2016-11-16 10:04:00,2016-11-16 10:04:00
302,DC-ORD-55002,299,2017-03-13,PROCESSING,921.54,2017-03-17,2017-03-16,Normal,2017-03-13 21:18:00,2017-03-13 21:18:00
303,DC-ORD-60445,300,2017-06-01,PROCESSING,460.91,2017-06-05,2017-06-07,High,2017-06-01 08:13:00,2017-06-01 08:13:00
304,DC-ORD-53586,301,2017-02-21,PROCESSING,909.61,2017-02-25,2017-02-23,Normal,2017-02-21 05:12:00,2017-02-21 05:12:00
305,DC-ORD-56618,302,2017-04-06,PROCESSING,345.56,2017-04-10,2017-04-10,Normal,2017-04-06 11:27:00,2017-04-06 11:27:00
306,DC-ORD-51865,303,2017-01-27,PROCESSING,917.45,2017-01-31,2017-02-02,High,2017-01-27 02:16:00,2017-01-27 02:16:00
307,DC-ORD-2937,304,2015-02-12,PROCESSING,280.29,2015-02-16,2015-02-15,Normal,2015-02-12 20:36:00,2015-02-12 20:36:00
308,DC-ORD-54446,305,2017-03-05,PROCESSING,399.97,2017-03-09,2017-03-07,Normal,2017-03-05 18:30:00,2017-03-05 18:30:00
309,DC-ORD-58623,306,2017-05-05,PROCESSING,222.49,2017-05-09,2017-05-09,Normal,2017-05-05 17:53:00,2017-05-05 17:53:00
310,DC-ORD-7411,307,2015-04-19,PROCESSING,1073.97,2015-04-23,2015-04-21,Normal,2015-04-19 04:03:00,2015-04-19 04:03:00
311,DC-ORD-5348,236,2015-03-20,PROCESSING,817.36,2015-03-24,2015-03-24,Normal,2015-03-20 01:17:00,2015-03-20 01:17:00
312,DC-ORD-59742,308,2017-05-22,PROCESSING,592.27,2017-05-26,2017-05-25,Normal,2017-05-22 01:56:00,2017-05-22 01:56:00
313,DC-ORD-59498,309,2017-05-18,PROCESSING,969.14,2017-05-22,2017-05-22,Normal,2017-05-18 12:26:00,2017-05-18 12:26:00
314,DC-ORD-3459,310,2015-02-20,PROCESSING,75.98,2015-02-24,2015-02-25,High,2015-02-20 11:29:00,2015-02-20 11:29:00
315,DC-ORD-8470,311,2015-05-04,PROCESSING,933.24,2015-05-08,2015-05-10,High,2015-05-04 15:04:00,2015-05-04 15:04:00
316,DC-ORD-53455,312,2017-02-19,PROCESSING,515.45,2017-02-23,2017-02-25,High,2017-02-19 07:19:00,2017-02-19 07:19:00
317,DC-ORD-2014,313,2015-01-30,PROCESSING,611.27,2015-02-03,2015-02-04,High,2015-01-30 09:14:00,2015-01-30 09:14:00
318,DC-ORD-55899,314,2017-03-26,PROCESSING,965.95,2017-03-30,2017-03-31,High,2017-03-26 23:33:00,2017-03-26 23:33:00
319,DC-ORD-52582,315,2017-02-06,PROCESSING,492.98,2017-02-10,2017-02-09,Normal,2017-02-06 13:27:00,2017-02-06 13:27:00
320,DC-ORD-56222,316,2017-03-31,PROCESSING,822.53,2017-04-04,2017-04-03,Normal,2017-03-31 16:43:00,2017-03-31 16:43:00
321,DC-ORD-57829,317,2017-04-24,PROCESSING,72.78,2017-04-28,2017-04-29,High,2017-04-24 03:43:00,2017-04-24 03:43:00
322,DC-ORD-56217,318,2017-03-31,PROCESSING,693.44,2017-04-04,2017-04-03,Normal,2017-03-31 14:58:00,2017-03-31 14:58:00
323,DC-ORD-5893,319,2015-03-28,PROCESSING,343.86,2015-04-01,2015-04-01,Normal,2015-03-28 00:13:00,2015-03-28 00:13:00
324,DC-ORD-5528,320,2015-03-22,PROCESSING,90.0,2015-03-26,2015-03-26,Normal,2015-03-22 16:21:00,2015-03-22 16:21:00
325,DC-ORD-367,321,2015-01-06,PROCESSING,920.67,2015-01-10,2015-01-09,Normal,2015-01-06 08:13:00,2015-01-06 08:13:00
326,DC-ORD-52353,322,2017-02-03,PROCESSING,664.9,2017-02-07,2017-02-07,Normal,2017-02-03 05:14:00,2017-02-03 05:14:00
327,DC-ORD-1784,323,2015-01-27,PROCESSING,435.97,2015-01-31,2015-02-01,High,2015-01-27 00:39:00,2015-01-27 00:39:00
328,DC-ORD-60317,324,2017-05-30,PROCESSING,70.38,2017-06-03,2017-06-02,Normal,2017-05-30 11:22:00,2017-05-30 11:22:00
329,DC-ORD-6776,325,2015-04-09,PROCESSING,441.76,2015-04-13,2015-04-11,Normal,2015-04-09 21:35:00,2015-04-09 21:35:00
330,DC-ORD-4487,326,2015-03-07,PROCESSING,450.98,2015-03-11,2015-03-10,Normal,2015-03-07 11:38:00,2015-03-07 11:38:00
331,DC-ORD-9681,327,2015-05-22,PROCESSING,515.17,2015-05-26,2015-05-24,Normal,2015-05-22 07:20:00,2015-05-22 07:20:00
332,DC-ORD-60868,328,2017-06-07,PROCESSING,537.26,2017-06-11,2017-06-11,Normal,2017-06-07 12:25:00,2017-06-07 12:25:00
333,DC-ORD-53231,329,2017-02-16,PROCESSING,595.94,2017-02-20,2017-02-18,Normal,2017-02-16 00:50:00,2017-02-16 00:50:00
334,DC-ORD-52601,330,2017-02-06,PROCESSING,264.75,2017-02-10,2017-02-08,Normal,2017-02-06 20:07:00,2017-02-06 20:07:00
335,DC-ORD-4660,331,2015-03-10,PROCESSING,160.04,2015-03-14,2015-03-16,High,2015-03-10 00:15:00,2015-03-10 00:15:00
336,DC-ORD-3539,332,2015-02-21,PROCESSING,205.49,2015-02-25,2015-02-26,High,2015-02-21 15:31:00,2015-02-21 15:31:00
337,DC-ORD-54488,333,2017-03-06,PROCESSING,1128.84,2017-03-10,2017-03-10,Normal,2017-03-06 09:13:00,2017-03-06 09:13:00
338,DC-ORD-52549,334,2017-02-06,PROCESSING,813.37,2017-02-10,2017-02-11,High,2017-02-06 01:54:00,2017-02-06 01:54:00
339,DC-ORD-60361,332,2017-05-31,PROCESSING,722.63,2017-06-04,2017-06-02,Normal,2017-05-31 02:47:00,2017-05-31 02:47:00
340,DC-ORD-5712,335,2015-03-25,PROCESSING,336.41,2015-03-29,2015-03-28,Normal,2015-03-25 08:49:00,2015-03-25 08:49:00
341,DC-ORD-9309,336,2015-05-16,PROCESSING,427.93,2015-05-20,2015-05-21,High,2015-05-16 21:00:00,2015-05-16 21:00:00
342,DC-ORD-8095,337,2015-04-29,PROCESSING,84.46,2015-05-03,2015-05-05,High,2015-04-29 03:41:00,2015-04-29 03:41:00
343,DC-ORD-75892,338,2018-01-12,PROCESSING,262.2,2018-01-16,2018-01-15,Normal,2018-01-12 19:59:00,2018-01-12 19:59:00
344,DC-ORD-75891,339,2018-01-12,COMPLETE,245.81,2018-01-16,2018-01-14,Normal,2018-01-12 19:38:00,2018-01-12 19:38:00
345,DC-ORD-75890,340,2018-01-12,COMPLETE,327.75,2018-01-14,2018-01-18,High,2018-01-12 19:17:00,2018-01-12 19:17:00
346,DC-ORD-75889,341,2018-01-12,COMPLETE,324.47,2018-01-16,2018-01-17,High,2018-01-12 18:56:00,2018-01-12 18:56:00
347,DC-ORD-75888,342,2018-01-12,PENDING_PAYMENT,321.2,2018-01-16,2018-01-16,Normal,2018-01-12 18:35:00,2018-01-12 18:35:00
348,DC-ORD-75887,343,2018-01-12,COMPLETE,317.92,2018-01-16,2018-01-15,Normal,2018-01-12 18:14:00,2018-01-12 18:14:00
349,DC-ORD-75886,344,2018-01-12,CANCELED,314.64,2018-01-16,2018-01-14,Normal,2018-01-12 17:53:00,2018-01-12 17:53:00
350,DC-ORD-75885,345,2018-01-12,PENDING_PAYMENT,311.36,2018-01-14,2018-01-18,High,2018-01-12 17:32:00,2018-01-12 17:32:00
351,DC-ORD-75884,346,2018-01-12,PENDING,309.72,2018-01-16,2018-01-17,High,2018-01-12 17:11:00,2018-01-12 17:11:00
352,DC-ORD-75883,347,2018-01-12,COMPLETE,304.81,2018-01-13,2018-01-14,High,2018-01-12 16:50:00,2018-01-12 16:50:00
353,DC-ORD-75882,348,2018-01-12,PENDING,298.25,2018-01-16,2018-01-15,Normal,2018-01-12 16:29:00,2018-01-12 16:29:00
354,DC-ORD-75881,349,2018-01-12,COMPLETE,294.98,2018-01-16,2018-01-14,Normal,2018-01-12 16:08:00,2018-01-12 16:08:00
355,DC-ORD-75880,350,2018-01-12,COMPLETE,288.42,2018-01-16,2018-01-18,High,2018-01-12 15:47:00,2018-01-12 15:47:00
356,DC-ORD-75879,351,2018-01-12,PROCESSING,285.14,2018-01-16,2018-01-17,High,2018-01-12 15:26:00,2018-01-12 15:26:00
357,DC-ORD-75878,352,2018-01-12,COMPLETE,278.59,2018-01-16,2018-01-16,Normal,2018-01-12 15:05:00,2018-01-12 15:05:00
358,DC-ORD-75877,353,2018-01-12,PROCESSING,275.31,2018-01-16,2018-01-15,Normal,2018-01-12 14:44:00,2018-01-12 14:44:00
359,DC-ORD-75876,354,2018-01-12,PENDING,272.03,2018-01-16,2018-01-14,Normal,2018-01-12 14:23:00,2018-01-12 14:23:00
360,DC-ORD-75875,355,2018-01-12,PENDING_PAYMENT,268.76,2018-01-14,2018-01-18,High,2018-01-12 14:02:00,2018-01-12 14:02:00
361,DC-ORD-75874,356,2018-01-12,PENDING_PAYMENT,262.2,2018-01-16,2018-01-17,High,2018-01-12 13:41:00,2018-01-12 13:41:00
362,DC-ORD-75873,357,2018-01-12,PROCESSING,245.81,2018-01-16,2018-01-16,Normal,2018-01-12 13:20:00,2018-01-12 13:20:00
363,DC-ORD-75872,358,2018-01-12,PENDING,327.75,2018-01-16,2018-01-15,Normal,2018-01-12 12:59:00,2018-01-12 12:59:00
364,DC-ORD-75871,359,2018-01-12,COMPLETE,324.47,2018-01-13,2018-01-14,High,2018-01-12 12:38:00,2018-01-12 12:38:00
365,DC-ORD-75870,360,2018-01-12,COMPLETE,321.2,2018-01-13,2018-01-14,High,2018-01-12 12:17:00,2018-01-12 12:17:00
