id,po_number,vendor_id,amount,status,order_date,expected_delivery,actual_delivery,pr_id,pr_number,created_at,approved_at,received_at,category,department,created_by
149,DC-PO-69643,VND0000001,420.4,Received,2017-10-13,2017-10-15,2017-10-17,,,2017-10-13 14:41:00,2017-10-13 14:41:00,2017-10-17,Cameras,Technology,
150,DC-PO-71051,VND0000001,230.12,Received,2017-11-03,2017-11-05,2017-11-05,,,2017-11-03 03:58:00,2017-11-03 03:58:00,2017-11-05,Consumer Electronics,Technology,
151,DC-PO-69408,VND0000001,411.36,Received,2017-10-10,2017-10-12,2017-10-14,,,2017-10-10 04:21:00,2017-10-10 04:21:00,2017-10-14,Cameras,Technology,
152,DC-PO-71123,VND0000001,230.12,Received,2017-11-04,2017-11-06,2017-11-08,,,2017-11-04 05:12:00,2017-11-04 05:12:00,2017-11-08,Consumer Electronics,Technology,
153,DC-PO-70534,VND0000001,1365.0,Received,2017-10-26,2017-10-28,2017-10-31,,,2017-10-26 14:51:00,2017-10-26 14:51:00,2017-10-31,Computers,Technology,
154,DC-PO-69641,VND0000001,406.84,Received,2017-10-13,2017-10-15,2017-10-15,,,2017-10-13 13:59:00,2017-10-13 13:59:00,2017-10-15,Cameras,Technology,
155,DC-PO-70960,VND0000001,227.59,Received,2017-11-01,2017-11-03,2017-11-07,,,2017-11-01 20:05:00,2017-11-01 20:05:00,2017-11-07,Consumer Electronics,Technology,
156,DC-PO-69908,VND0000001,384.23,Received,2017-10-17,2017-10-19,2017-10-21,,,2017-10-17 11:32:00,2017-10-17 11:32:00,2017-10-21,Cameras,Technology,
157,DC-PO-70957,VND0000001,214.95,Received,2017-11-01,2017-11-03,2017-11-04,,,2017-11-01 19:02:00,2017-11-01 19:02:00,2017-11-04,Consumer Electronics,Technology,
158,DC-PO-69637,VND0000001,379.71,Received,2017-10-13,2017-10-15,2017-10-16,,,2017-10-13 12:35:00,2017-10-13 12:35:00,2017-10-16,Cameras,Technology,
159,DC-PO-70955,VND0000001,209.89,Received,2017-11-01,2017-11-03,2017-11-07,,,2017-11-01 18:20:00,2017-11-01 18:20:00,2017-11-07,Consumer Electronics,Technology,
160,DC-PO-70919,VND0000001,209.89,Received,2017-11-01,2017-11-03,2017-11-06,,,2017-11-01 05:44:00,2017-11-01 05:44:00,2017-11-06,Consumer Electronics,Technology,
161,DC-PO-71009,VND0000001,209.89,Received,2017-11-02,2017-11-04,2017-11-07,,,2017-11-02 13:15:00,2017-11-02 13:15:00,2017-11-07,Consumer Electronics,Technology,
162,DC-PO-69653,VND0000001,370.67,Received,2017-10-13,2017-10-15,2017-10-17,,,2017-10-13 18:11:00,2017-10-13 18:11:00,2017-10-17,Cameras,Technology,
163,DC-PO-69527,VND0000001,370.67,Received,2017-10-11,2017-10-13,2017-10-14,,,2017-10-11 22:03:00,2017-10-11 22:03:00,2017-10-14,Cameras,Technology,
164,DC-PO-71080,VND0000001,207.36,Received,2017-11-03,2017-11-05,2017-11-09,,,2017-11-03 14:08:00,2017-11-03 14:08:00,2017-11-09,Consumer Electronics,Technology,
165,DC-PO-70544,VND0000001,1200.0,Received,2017-10-26,2017-10-28,2017-10-31,,,2017-10-26 18:21:00,2017-10-26 18:21:00,2017-10-31,Computers,Technology,
166,DC-PO-69471,VND0000001,339.03,Received,2017-10-11,2017-10-13,2017-10-13,,,2017-10-11 02:26:00,2017-10-11 02:26:00,2017-10-13,Cameras,Technology,
167,DC-PO-68879,VND0000002,1248.67,Received,2017-10-02,2017-10-04,2017-10-07,,,2017-10-02 11:01:00,2017-10-02 11:01:00,2017-10-07,Basketball,Fitness,
168,DC-PO-67214,VND0000002,78.39,Received,2017-09-08,2017-09-10,2017-09-13,,,2017-09-08 03:42:00,2017-09-08 03:42:00,2017-09-13,Soccer,Fitness,
169,DC-PO-17810,VND0000005,855.36,Received,2015-09-17,2015-09-19,2015-09-23,,,2015-09-17 23:17:00,2015-09-17 23:17:00,2015-09-23,Baseball & Softball,Fitness,
170,DC-PO-18793,VND0000005,363.16,Received,2015-10-02,2015-10-04,2015-10-06,,,2015-10-02 07:40:00,2015-10-02 07:40:00,2015-10-06,Electronics,Footwear,
171,DC-PO-65109,VND0000005,799.97,Received,2017-08-08,2017-08-10,2017-08-13,,,2017-08-08 10:13:00,2017-08-08 10:13:00,2017-08-13,Cardio Equipment,Footwear,
172,DC-PO-15673,VND0000005,623.72,Received,2015-08-17,2015-08-19,2015-08-21,,,2015-08-17 18:35:00,2015-08-17 18:35:00,2015-08-21,Cardio Equipment,Footwear,
173,DC-PO-18183,VND0000003,709.8,Received,2015-09-23,2015-09-25,2015-09-27,,,2015-09-23 09:57:00,2015-09-23 09:57:00,2015-09-27,Electronics,Footwear,
174,DC-PO-20234,VND0000005,797.4,Received,2015-10-23,2015-10-25,2015-10-28,,,2015-10-23 08:31:00,2015-10-23 08:31:00,2015-10-28,Cardio Equipment,Footwear,
175,DC-PO-13139,VND0000002,874.15,Received,2015-07-11,2015-07-13,2015-07-16,,,2015-07-11 18:49:00,2015-07-11 18:49:00,2015-07-16,Cardio Equipment,Footwear,
176,DC-PO-33824,VND0000003,260.22,Received,2016-05-08,2016-05-12,2016-05-13,,,2016-05-08 17:42:00,2016-05-08 17:42:00,2016-05-13,Electronics,Footwear,
177,DC-PO-31364,VND0000005,1386.83,Received,2016-04-02,2016-04-06,2016-04-07,,,2016-04-02 19:51:00,2016-04-02 19:51:00,2016-04-07,Cardio Equipment,Footwear,
178,DC-PO-40495,VND0000005,805.72,Received,2016-08-14,2016-08-18,2016-08-20,,,2016-08-14 02:51:00,2016-08-14 02:51:00,2016-08-20,Cardio Equipment,Footwear,
179,DC-PO-34506,VND0000002,904.85,Received,2016-05-18,2016-05-22,2016-05-20,,,2016-05-18 16:38:00,2016-05-18 16:38:00,2016-05-20,Cleats,Apparel,
180,DC-PO-33607,VND0000005,664.44,Received,2016-05-05,2016-05-09,2016-05-08,,,2016-05-05 13:40:00,2016-05-05 13:40:00,2016-05-08,Cleats,Apparel,
181,DC-PO-32617,VND0000003,476.87,Received,2016-04-21,2016-04-25,2016-04-24,,,2016-04-21 02:50:00,2016-04-21 02:50:00,2016-04-24,Cleats,Apparel,
182,DC-PO-37496,VND0000005,464.75,Received,2016-07-01,2016-07-05,2016-07-03,,,2016-07-01 08:10:00,2016-07-01 08:10:00,2016-07-03,Shop By Sport,Golf,
183,DC-PO-49075,VND0000003,579.26,Received,2016-12-17,2016-12-21,2016-12-23,,,2016-12-17 08:48:00,2016-12-17 08:48:00,2016-12-23,Women's Apparel,Golf,
184,DC-PO-41623,VND0000005,891.02,Received,2016-08-30,2016-09-03,2016-09-03,,,2016-08-30 14:02:00,2016-08-30 14:02:00,2016-09-03,Shop By Sport,Golf,
185,DC-PO-39271,VND0000005,486.95,Received,2016-07-27,2016-07-31,2016-07-29,,,2016-07-27 06:01:00,2016-07-27 06:01:00,2016-07-29,Shop By Sport,Golf,
186,DC-PO-38598,VND0000003,361.39,Received,2016-07-17,2016-07-21,2016-07-21,,,2016-07-17 10:14:00,2016-07-17 10:14:00,2016-07-21,Accessories,Outdoors,
187,DC-PO-37845,VND0000005,696.78,Received,2016-07-06,2016-07-10,2016-07-12,,,2016-07-06 10:26:00,2016-07-06 10:26:00,2016-07-12,Trade-In,Outdoors,
188,DC-PO-42331,VND0000002,865.09,Received,2016-09-09,2016-09-13,2016-09-11,,,2016-09-09 22:05:00,2016-09-09 22:05:00,2016-09-11,Cleats,Apparel,
189,DC-PO-41345,VND0000002,203.97,Received,2016-08-26,2016-08-30,2016-09-01,,,2016-08-26 12:38:00,2016-08-26 12:38:00,2016-09-01,Cleats,Apparel,
190,DC-PO-51168,VND0000003,356.76,Received,2017-01-16,2017-01-20,2017-01-20,,,2017-01-16 22:04:00,2017-01-16 22:04:00,2017-01-20,Women's Apparel,Golf,
191,DC-PO-43599,VND0000005,443.98,Received,2016-09-28,2016-10-02,2016-10-03,,,2016-09-28 10:19:00,2016-09-28 10:19:00,2016-10-03,Women's Apparel,Golf,
192,DC-PO-41901,VND0000005,519.97,Received,2016-09-03,2016-09-07,2016-09-05,,,2016-09-03 15:26:00,2016-09-03 15:26:00,2016-09-05,Accessories,Outdoors,
193,DC-PO-42751,VND0000005,860.44,Received,2016-09-16,2016-09-20,2016-09-18,,,2016-09-16 01:13:00,2016-09-16 01:13:00,2016-09-18,Cardio Equipment,Footwear,
194,DC-PO-45088,VND0000005,983.85,Received,2016-10-20,2016-10-24,2016-10-24,,,2016-10-20 03:59:00,2016-10-20 03:59:00,2016-10-24,Cleats,Apparel,
195,DC-PO-50489,VND0000005,846.31,Received,2017-01-07,2017-01-11,2017-01-12,,,2017-01-07 00:11:00,2017-01-07 00:11:00,2017-01-12,Cleats,Apparel,
196,DC-PO-44409,VND0000005,717.91,Received,2016-10-10,2016-10-14,2016-10-15,,,2016-10-10 06:06:00,2016-10-10 06:06:00,2016-10-15,Cleats,Apparel,
197,DC-PO-42101,VND0000002,1036.97,Received,2016-09-06,2016-09-10,2016-09-08,,,2016-09-06 13:30:00,2016-09-06 13:30:00,2016-09-08,Cleats,Apparel,
198,DC-PO-50424,VND0000005,730.22,Received,2017-01-06,2017-01-10,2017-01-11,,,2017-01-06 01:25:00,2017-01-06 01:25:00,2017-01-11,Cleats,Apparel,
199,DC-PO-49825,VND0000005,826.55,Received,2016-12-28,2017-01-01,2017-01-03,,,2016-12-28 07:33:00,2016-12-28 07:33:00,2017-01-03,Women's Apparel,Golf,
200,DC-PO-41294,VND0000003,447.66,Received,2016-08-25,2016-08-29,2016-08-30,,,2016-08-25 18:46:00,2016-08-25 18:46:00,2016-08-30,Women's Apparel,Golf,
201,DC-PO-42023,VND0000002,582.41,Received,2016-09-05,2016-09-09,2016-09-09,,,2016-09-05 10:10:00,2016-09-05 10:10:00,2016-09-09,Shop By Sport,Golf,
202,DC-PO-47774,VND0000005,669.13,Received,2016-11-28,2016-12-02,2016-12-03,,,2016-11-28 09:00:00,2016-11-28 09:00:00,2016-12-03,Shop By Sport,Golf,
203,DC-PO-41827,VND0000005,333.06,Received,2016-09-02,2016-09-06,2016-09-05,,,2016-09-02 13:30:00,2016-09-02 13:30:00,2016-09-05,Girls' Apparel,Golf,
204,DC-PO-47193,VND0000005,468.98,Received,2016-11-19,2016-11-23,2016-11-23,,,2016-11-19 21:27:00,2016-11-19 21:27:00,2016-11-23,Women's Apparel,Golf,
205,DC-PO-42626,VND0000003,160.0,Received,2016-09-14,2016-09-18,2016-09-16,,,2016-09-14 05:26:00,2016-09-14 05:26:00,2016-09-16,Women's Apparel,Golf,
206,DC-PO-46199,VND0000003,389.18,Received,2016-11-05,2016-11-09,2016-11-10,,,2016-11-05 09:13:00,2016-11-05 09:13:00,2016-11-10,Women's Apparel,Golf,
207,DC-PO-48468,VND0000005,673.38,Received,2016-12-08,2016-12-12,2016-12-12,,,2016-12-08 12:08:00,2016-12-08 12:08:00,2016-12-12,Accessories,Outdoors,
208,DC-PO-51009,VND0000005,395.96,Received,2017-01-14,2017-01-18,2017-01-19,,,2017-01-14 14:22:00,2017-01-14 14:22:00,2017-01-19,Cardio Equipment,Footwear,
209,DC-PO-46229,VND0000005,1815.88,Received,2016-11-05,2016-11-09,2016-11-10,,,2016-11-05 19:43:00,2016-11-05 19:43:00,2016-11-10,Cardio Equipment,Footwear,
210,DC-PO-42882,VND0000005,1541.91,Received,2016-09-17,2016-09-21,2016-09-20,,,2016-09-17 23:07:00,2016-09-17 23:07:00,2016-09-20,Cardio Equipment,Footwear,
211,DC-PO-46827,VND0000005,363.96,Received,2016-11-14,2016-11-18,2016-11-17,,,2016-11-14 13:14:00,2016-11-14 13:14:00,2016-11-17,Cardio Equipment,Footwear,
212,DC-PO-48684,VND0000005,1436.26,Received,2016-12-11,2016-12-15,2016-12-16,,,2016-12-11 15:49:00,2016-12-11 15:49:00,2016-12-16,Cardio Equipment,Footwear,
213,DC-PO-46416,VND0000005,736.93,Received,2016-11-08,2016-11-12,2016-11-10,,,2016-11-08 13:14:00,2016-11-08 13:14:00,2016-11-10,Cardio Equipment,Footwear,
214,DC-PO-47343,VND0000005,1178.94,Received,2016-11-22,2016-11-26,2016-11-26,,,2016-11-22 02:00:00,2016-11-22 02:00:00,2016-11-26,Cardio Equipment,Footwear,
215,DC-PO-41686,VND0000003,124.79,Received,2016-08-31,2016-09-04,2016-09-02,,,2016-08-31 12:06:00,2016-08-31 12:06:00,2016-09-02,Men's Footwear,Apparel,
216,DC-PO-41896,VND0000005,1082.23,Received,2016-09-03,2016-09-07,2016-09-05,,,2016-09-03 13:41:00,2016-09-03 13:41:00,2016-09-05,Men's Footwear,Apparel,
217,DC-PO-28168,VND0000005,662.56,Received,2016-02-16,2016-02-20,2016-02-20,,,2016-02-16 04:09:00,2016-02-16 04:09:00,2016-02-20,Cleats,Apparel,
218,DC-PO-24992,VND0000005,429.17,Received,2015-12-31,2016-01-04,2016-01-03,,,2015-12-31 19:27:00,2015-12-31 19:27:00,2016-01-03,Men's Footwear,Apparel,
219,DC-PO-30851,VND0000003,247.99,Received,2016-03-26,2016-03-30,2016-03-28,,,2016-03-26 08:07:00,2016-03-26 08:07:00,2016-03-28,Men's Footwear,Apparel,
220,DC-PO-25074,VND0000005,632.21,Received,2016-01-02,2016-01-06,2016-01-07,,,2016-01-02 00:11:00,2016-01-02 00:11:00,2016-01-07,Men's Footwear,Apparel,
221,DC-PO-76870,VND0000003,205.03,Received,2018-01-27,2018-01-31,2018-02-02,,,2018-01-27 02:38:00,2018-01-27 02:38:00,2018-02-02,Women's Clothing,Apparel,
222,DC-PO-25163,VND0000003,213.47,Received,2016-01-03,2016-01-07,2016-01-07,,,2016-01-03 07:22:00,2016-01-03 07:22:00,2016-01-07,Men's Footwear,Apparel,
223,DC-PO-28036,VND0000003,837.26,Received,2016-02-14,2016-02-18,2016-02-16,,,2016-02-14 05:54:00,2016-02-14 05:54:00,2016-02-16,Men's Footwear,Apparel,
224,DC-PO-22679,VND0000005,830.84,Received,2015-11-28,2015-12-02,2015-12-03,,,2015-11-28 01:06:00,2015-11-28 01:06:00,2015-12-03,Men's Footwear,Apparel,
225,DC-PO-23610,VND0000005,411.47,Received,2015-12-11,2015-12-15,2015-12-17,,,2015-12-11 15:17:00,2015-12-11 15:17:00,2015-12-17,Men's Footwear,Apparel,
226,DC-PO-42828,VND0000002,348.69,Received,2016-09-17,2016-09-21,2016-09-21,,,2016-09-17 04:12:00,2016-09-17 04:12:00,2016-09-21,Cleats,Apparel,
227,DC-PO-48713,VND0000005,806.89,Received,2016-12-12,2016-12-16,2016-12-16,,,2016-12-12 01:59:00,2016-12-12 01:59:00,2016-12-16,Men's Footwear,Apparel,
228,DC-PO-45668,VND0000005,716.3,Received,2016-10-28,2016-11-01,2016-11-01,,,2016-10-28 15:11:00,2016-10-28 15:11:00,2016-11-01,Men's Footwear,Apparel,
229,DC-PO-74796,VND0000003,436.1,Received,2017-12-27,2017-12-31,2017-12-29,,,2017-12-27 20:01:00,2017-12-27 20:01:00,2017-12-29,Crafts,Apparel,
230,DC-PO-27918,VND0000005,848.54,Received,2016-02-12,2016-02-16,2016-02-16,,,2016-02-12 12:34:00,2016-02-12 12:34:00,2016-02-16,Men's Footwear,Apparel,
231,DC-PO-30097,VND0000002,56.69,Received,2016-03-15,2016-03-19,2016-03-18,,,2016-03-15 07:58:00,2016-03-15 07:58:00,2016-03-18,Cleats,Apparel,
232,DC-PO-30966,VND0000005,386.82,Received,2016-03-28,2016-04-01,2016-03-30,,,2016-03-28 00:25:00,2016-03-28 00:25:00,2016-03-30,Men's Footwear,Apparel,
233,DC-PO-30063,VND0000002,518.78,Received,2016-03-14,2016-03-18,2016-03-18,,,2016-03-14 20:03:00,2016-03-14 20:03:00,2016-03-18,Men's Footwear,Apparel,
234,DC-PO-22019,VND0000005,893.16,Received,2015-11-18,2015-11-22,2015-11-23,,,2015-11-18 09:53:00,2015-11-18 09:53:00,2015-11-23,Men's Footwear,Apparel,
235,DC-PO-24230,VND0000002,316.15,Received,2015-12-20,2015-12-24,2015-12-26,,,2015-12-20 16:29:00,2015-12-20 16:29:00,2015-12-26,Men's Footwear,Apparel,
236,DC-PO-42353,VND0000003,373.01,Received,2016-09-10,2016-09-14,2016-09-14,,,2016-09-10 05:47:00,2016-09-10 05:47:00,2016-09-14,Men's Footwear,Apparel,
237,DC-PO-42134,VND0000003,628.57,Received,2016-09-07,2016-09-11,2016-09-12,,,2016-09-07 01:04:00,2016-09-07 01:04:00,2016-09-12,Men's Footwear,Apparel,
238,DC-PO-21522,VND0000003,653.75,Received,2015-11-11,2015-11-15,2015-11-14,,,2015-11-11 03:45:00,2015-11-11 03:45:00,2015-11-14,Men's Footwear,Apparel,
239,DC-PO-23767,VND0000003,120.89,Received,2015-12-13,2015-12-17,2015-12-16,,,2015-12-13 22:17:00,2015-12-13 22:17:00,2015-12-16,Men's Footwear,Apparel,
240,DC-PO-25433,VND0000005,1520.8,Received,2016-01-07,2016-01-11,2016-01-11,,,2016-01-07 05:57:00,2016-01-07 05:57:00,2016-01-11,Men's Footwear,Apparel,
241,DC-PO-73893,VND0000003,200.71,Received,2017-12-14,2017-12-18,2017-12-18,,,2017-12-14 15:39:00,2017-12-14 15:39:00,2017-12-18,Women's Clothing,Apparel,
242,DC-PO-30085,VND0000003,176.91,Received,2016-03-15,2016-03-19,2016-03-21,,,2016-03-15 03:45:00,2016-03-15 03:45:00,2016-03-21,Cleats,Apparel,
243,DC-PO-30172,VND0000002,698.8,Received,2016-03-16,2016-03-20,2016-03-19,,,2016-03-16 10:14:00,2016-03-16 10:14:00,2016-03-19,Men's Footwear,Apparel,
244,DC-PO-27478,VND0000005,370.0,Received,2016-02-06,2016-02-10,2016-02-10,,,2016-02-06 02:25:00,2016-02-06 02:25:00,2016-02-10,Men's Footwear,Apparel,
245,DC-PO-76976,VND0000003,200.71,Received,2018-01-28,2018-02-01,2018-01-30,,,2018-01-28 15:46:00,2018-01-28 15:46:00,2018-01-30,Women's Clothing,Apparel,
246,DC-PO-24063,VND0000003,170.87,Received,2015-12-18,2015-12-22,2015-12-22,,,2015-12-18 05:59:00,2015-12-18 05:59:00,2015-12-22,Men's Footwear,Apparel,
247,DC-PO-51209,VND0000005,566.78,Received,2017-01-17,2017-01-21,2017-01-22,,,2017-01-17 12:26:00,2017-01-17 12:26:00,2017-01-22,Men's Footwear,Apparel,
248,DC-PO-73839,VND0000003,200.71,Received,2017-12-13,2017-12-17,2017-12-18,,,2017-12-13 20:44:00,2017-12-13 20:44:00,2017-12-18,Women's Clothing,Apparel,
249,DC-PO-74723,VND0000003,429.18,Received,2017-12-26,2017-12-30,2017-12-30,,,2017-12-26 18:26:00,2017-12-26 18:26:00,2017-12-30,Crafts,Apparel,
250,DC-PO-26821,VND0000005,824.14,Received,2016-01-27,2016-01-31,2016-01-29,,,2016-01-27 12:14:00,2016-01-27 12:14:00,2016-01-29,Men's Footwear,Apparel,
251,DC-PO-77102,VND0000003,200.71,Received,2018-01-30,2018-02-03,2018-02-02,,,2018-01-30 11:54:00,2018-01-30 11:54:00,2018-02-02,Women's Clothing,Apparel,
252,DC-PO-41608,VND0000005,1061.82,Received,2016-08-30,2016-09-03,2016-09-03,,,2016-08-30 08:47:00,2016-08-30 08:47:00,2016-09-03,Men's Footwear,Apparel,
253,DC-PO-47009,VND0000005,895.15,Received,2016-11-17,2016-11-21,2016-11-22,,,2016-11-17 04:59:00,2016-11-17 04:59:00,2016-11-22,Men's Footwear,Apparel,
254,DC-PO-49916,VND0000003,118.29,Received,2016-12-29,2017-01-02,2016-12-31,,,2016-12-29 15:26:00,2016-12-29 15:26:00,2016-12-31,Men's Footwear,Apparel,
255,DC-PO-29746,VND0000005,1099.62,Received,2016-03-10,2016-03-14,2016-03-12,,,2016-03-10 04:59:00,2016-03-10 04:59:00,2016-03-12,Cleats,Apparel,
256,DC-PO-72533,VND0000003,191.87,Received,2017-11-24,2017-11-28,2017-11-28,,,2017-11-24 19:11:00,2017-11-24 19:11:00,2017-11-28,Men's Clothing,Apparel,
257,DC-PO-48608,VND0000003,329.97,Received,2016-12-10,2016-12-14,2016-12-14,,,2016-12-10 13:11:00,2016-12-10 13:11:00,2016-12-14,Women's Apparel,Golf,
258,DC-PO-45506,VND0000003,393.68,Received,2016-10-26,2016-10-30,2016-10-28,,,2016-10-26 06:25:00,2016-10-26 06:25:00,2016-10-28,Women's Apparel,Golf,
259,DC-PO-45027,VND0000005,596.43,Received,2016-10-19,2016-10-23,2016-10-22,,,2016-10-19 06:36:00,2016-10-19 06:36:00,2016-10-22,Shop By Sport,Golf,
260,DC-PO-46308,VND0000005,969.98,Received,2016-11-06,2016-11-10,2016-11-10,,,2016-11-06 23:24:00,2016-11-06 23:24:00,2016-11-10,Shop By Sport,Golf,
261,DC-PO-43685,VND0000003,619.36,Received,2016-09-29,2016-10-03,2016-10-05,,,2016-09-29 16:27:00,2016-09-29 16:27:00,2016-10-05,Women's Apparel,Golf,
262,DC-PO-41893,VND0000005,547.48,Received,2016-09-03,2016-09-07,2016-09-07,,,2016-09-03 12:38:00,2016-09-03 12:38:00,2016-09-07,Women's Apparel,Golf,
263,DC-PO-46339,VND0000003,373.49,Received,2016-11-07,2016-11-11,2016-11-12,,,2016-11-07 10:15:00,2016-11-07 10:15:00,2016-11-12,Women's Apparel,Golf,
264,DC-PO-46667,VND0000005,566.47,Received,2016-11-12,2016-11-16,2016-11-15,,,2016-11-12 05:10:00,2016-11-12 05:10:00,2016-11-15,Women's Apparel,Golf,
265,DC-PO-47647,VND0000003,205.0,Received,2016-11-26,2016-11-30,2016-11-29,,,2016-11-26 12:30:00,2016-11-26 12:30:00,2016-11-29,Women's Apparel,Golf,
266,DC-PO-48565,VND0000005,1047.34,Received,2016-12-09,2016-12-13,2016-12-15,,,2016-12-09 22:07:00,2016-12-09 22:07:00,2016-12-15,Women's Apparel,Golf,
267,DC-PO-43889,VND0000002,904.91,Received,2016-10-02,2016-10-06,2016-10-07,,,2016-10-02 15:55:00,2016-10-02 15:55:00,2016-10-07,Women's Apparel,Golf,
268,DC-PO-45138,VND0000003,685.29,Received,2016-10-20,2016-10-24,2016-10-24,,,2016-10-20 21:30:00,2016-10-20 21:30:00,2016-10-24,Women's Apparel,Golf,
269,DC-PO-44160,VND0000005,1075.9,Received,2016-10-06,2016-10-10,2016-10-12,,,2016-10-06 14:51:00,2016-10-06 14:51:00,2016-10-12,Shop By Sport,Golf,
270,DC-PO-49214,VND0000002,525.03,Received,2016-12-19,2016-12-23,2016-12-24,,,2016-12-19 09:30:00,2016-12-19 09:30:00,2016-12-24,Women's Apparel,Golf,
271,DC-PO-41825,VND0000002,278.9,Received,2016-09-02,2016-09-06,2016-09-08,,,2016-09-02 12:48:00,2016-09-02 12:48:00,2016-09-08,Accessories,Outdoors,
272,DC-PO-44504,VND0000005,857.16,Received,2016-10-11,2016-10-15,2016-10-16,,,2016-10-11 15:22:00,2016-10-11 15:22:00,2016-10-16,Accessories,Outdoors,
273,DC-PO-44496,VND0000002,770.52,Received,2016-10-11,2016-10-15,2016-10-13,,,2016-10-11 12:34:00,2016-10-11 12:34:00,2016-10-13,Accessories,Outdoors,
274,DC-PO-45559,VND0000005,485.3,Received,2016-10-27,2016-10-31,2016-11-01,,,2016-10-27 00:59:00,2016-10-27 00:59:00,2016-11-01,Trade-In,Outdoors,
275,DC-PO-44074,VND0000003,111.16,Received,2016-10-05,2016-10-09,2016-10-10,,,2016-10-05 08:44:00,2016-10-05 08:44:00,2016-10-10,Trade-In,Outdoors,
276,DC-PO-49857,VND0000005,443.87,Received,2016-12-28,2017-01-01,2016-12-31,,,2016-12-28 18:46:00,2016-12-28 18:46:00,2016-12-31,Electronics,Outdoors,
277,DC-PO-41786,VND0000003,513.04,Received,2016-09-01,2016-09-05,2016-09-03,,,2016-09-01 23:08:00,2016-09-01 23:08:00,2016-09-03,Hunting & Shooting,Fan Shop,
278,DC-PO-48042,VND0000002,263.49,Received,2016-12-02,2016-12-06,2016-12-05,,,2016-12-02 06:54:00,2016-12-02 06:54:00,2016-12-05,Tennis & Racquet,Fitness,
279,DC-PO-44301,VND0000005,474.95,Received,2016-10-08,2016-10-12,2016-10-10,,,2016-10-08 16:15:00,2016-10-08 16:15:00,2016-10-10,Cardio Equipment,Footwear,
280,DC-PO-41591,VND0000002,517.03,Received,2016-08-30,2016-09-03,2016-09-01,,,2016-08-30 02:49:00,2016-08-30 02:49:00,2016-09-01,Cleats,Apparel,
281,DC-PO-44981,VND0000005,1015.85,Received,2016-10-18,2016-10-22,2016-10-20,,,2016-10-18 14:29:00,2016-10-18 14:29:00,2016-10-20,Shop By Sport,Golf,
282,DC-PO-41545,VND0000005,1049.44,Received,2016-08-29,2016-09-02,2016-09-04,,,2016-08-29 10:42:00,2016-08-29 10:42:00,2016-09-04,Women's Apparel,Golf,
283,DC-PO-49910,VND0000001,292.74,Received,2016-12-29,2017-01-02,2017-01-04,,,2016-12-29 13:20:00,2016-12-29 13:20:00,2017-01-04,Electronics,Outdoors,
284,DC-PO-19590,VND0000002,825.23,Received,2015-10-13,2015-10-17,2015-10-19,,,2015-10-13 22:53:00,2015-10-13 22:53:00,2015-10-19,Baseball & Softball,Fitness,
285,DC-PO-43650,VND0000005,289.34,Received,2016-09-29,2016-10-03,2016-10-05,,,2016-09-29 04:11:00,2016-09-29 04:11:00,2016-10-05,Fitness Accessories,Footwear,
286,DC-PO-15202,VND0000005,902.4,Received,2015-08-10,2015-08-14,2015-08-13,,,2015-08-10 21:35:00,2015-08-10 21:35:00,2015-08-13,Cardio Equipment,Footwear,
287,DC-PO-15462,VND0000001,137.15,Received,2015-08-14,2015-08-18,2015-08-17,,,2015-08-14 16:40:00,2015-08-14 16:40:00,2015-08-17,Electronics,Footwear,
288,DC-PO-15155,VND0000005,904.4,Received,2015-08-10,2015-08-14,2015-08-16,,,2015-08-10 05:07:00,2015-08-10 05:07:00,2015-08-16,Cardio Equipment,Footwear,
289,DC-PO-64451,VND0000005,525.93,Received,2017-07-29,2017-08-02,2017-07-31,,,2017-07-29 19:42:00,2017-07-29 19:42:00,2017-07-31,Cardio Equipment,Footwear,
290,DC-PO-67028,VND0000005,1366.35,Received,2017-09-05,2017-09-09,2017-09-09,,,2017-09-05 10:32:00,2017-09-05 10:32:00,2017-09-09,Cardio Equipment,Footwear,
291,DC-PO-62336,VND0000005,880.93,Received,2017-06-28,2017-07-02,2017-06-30,,,2017-06-28 22:43:00,2017-06-28 22:43:00,2017-06-30,Cardio Equipment,Footwear,
292,DC-PO-11334,VND0000002,486.71,Received,2015-06-15,2015-06-19,2015-06-20,,,2015-06-15 10:27:00,2015-06-15 10:27:00,2015-06-20,Electronics,Footwear,
293,DC-PO-62885,VND0000005,695.71,Received,2017-07-06,2017-07-10,2017-07-12,,,2017-07-06 23:03:00,2017-07-06 23:03:00,2017-07-12,Cardio Equipment,Footwear,
294,DC-PO-66998,VND0000005,942.5,Received,2017-09-05,2017-09-09,2017-09-09,,,2017-09-05 00:02:00,2017-09-05 00:02:00,2017-09-09,Cardio Equipment,Footwear,
295,DC-PO-47002,VND0000005,1090.88,Received,2016-11-17,2016-11-21,2016-11-20,,,2016-11-17 02:32:00,2016-11-17 02:32:00,2016-11-20,Cardio Equipment,Footwear,
296,DC-PO-63445,VND0000005,802.91,Received,2017-07-15,2017-07-19,2017-07-21,,,2017-07-15 03:15:00,2017-07-15 03:15:00,2017-07-21,Cardio Equipment,Footwear,
297,DC-PO-67566,VND0000005,474.95,Received,2017-09-13,2017-09-17,2017-09-15,,,2017-09-13 07:01:00,2017-09-13 07:01:00,2017-09-15,Cardio Equipment,Footwear,
