id,invoice_no,vendor_name,product_name,quantity,department,creation_date,expiry_date,total_value,order_status,completed_units,production_status
774,INV8765,Ernser-O'Connell,Beta Gizmo Order,69,Cyber Security,06-02-2022,25-05-2025,8900,Accepted by Vendor,38,Delivered
775,INV2345,"O'Keefe, Dickinson and Koelpin",Beta Gizmo Order,51,Procurement,05-01-2022,18-02-2024,6000,Accepted by Vendor,39,Delivered
776,INV8761,Schowalter Inc,Alpha Widget Order,29,Procurement,27-02-2022,18-09-2022,6000,Accepted by Vendor,54,Delivered
777,INV2345,Armstrong-Schultz,Alpha Widget Order,5,Cyber Security,23-01-2022,30-06-2022,2700,Accepted by Vendor,64,Delivered
778,INV0981,"Willms, Baumbach and Nikolaus",Epsilon Whatchamacallit Order,47,Cyber Security,04-02-2022,10-12-2025,1100,Accepted by Vendor,19,Delivered
779,INV4321,Rowe-Beatty,Delta Doohickey Order,39,Procurement,11-03-2022,20-12-2024,1450,Accepted by Vendor,15,Delivered
780,INV9012,Huels LLC,Alpha Widget Order,81,Procurement,03-02-2022,07-07-2022,9400,Accepted by Vendor,91,Delivered
781,INV8765,Brakus-Johnson,Delta Doohickey Order,50,Finance,16-03-2022,30-06-2022,3500,Accepted by Vendor,71,Delivered
782,INV0981,"Torp, Abshire and Wisoky",Alpha Widget Order,5,Procurement,13-03-2022,12-05-2022,8200,Accepted by Vendor,33,Delivered
783,INV6543,Littel Inc,Epsilon Whatchamacallit Order,35,HR,05-02-2022,18-04-2023,9200,Accepted by Vendor,46,Delivered
784,INV2190,Boehm-West,Gamma Thingamajig Order,79,Finance,09-03-2022,25-12-2026,1100,Accepted by Vendor,87,Delivered
785,INV5432,"Hyatt, Ritchie and Williamson",Epsilon Whatchamacallit Order,53,Finance,26-02-2022,23-11-2022,8600,Accepted by Vendor,22,Delivered
786,INV6543,Zboncak-Howell,Epsilon Whatchamacallit Order,74,HR,07-03-2022,15-01-2023,8100,Accepted by Vendor,80,Delivered
787,INV8765,"Goldner, Olson and Gutkowski",Delta Doohickey Order,98,Finance,01-02-2022,18-02-2026,1100,Accepted by Vendor,83,Delivered
788,INV6547,"Carroll, Ward and Vandervort",Epsilon Whatchamacallit Order,50,Cyber Security,12-02-2022,22-03-2024,3500,Accepted by Vendor,20,Delivered
789,INV4321,Pfannerstill and Sons,Delta Doohickey Order,24,Software Develpoment,22-02-2022,29-11-2025,6400,Accepted by Vendor,95,Delivered
790,INV2190,Cormier LLC,Alpha Widget Order,65,Procurement,21-01-2022,05-06-2024,6500,Accepted by Vendor,79,Delivered
791,INV0987,Koss Group,Delta Doohickey Order,80,Finance,08-02-2022,18-09-2022,4700,Accepted by Vendor,67,Delivered
792,INV6547,"Windler, Boyer and Weber",Beta Gizmo Order,86,Finance,20-01-2022,30-06-2022,7000,Accepted by Vendor,78,Delivered
793,INV8761,Berge and Sons,Epsilon Whatchamacallit Order,32,HR,03-02-2022,05-06-2023,1150,Accepted by Vendor,30,Delivered
794,INV4326,"Gutkowski, Thiel and Kunze",Delta Doohickey Order,84,Network,15-03-2022,15-10-2022,9800,Accepted by Vendor,11,Delivered
795,INV8765,Weber-Herman,Delta Doohickey Order,51,Finance,31-01-2022,15-08-2024,4800,Accepted by Vendor,87,Delivered
796,INV2190,Hudson-Thompson,Epsilon Whatchamacallit Order,62,Management,07-01-2022,22-03-2024,8500,Accepted by Vendor,50,Delivered
797,INV4326,Spinka-Bergnaum,Epsilon Whatchamacallit Order,60,Cyber Security,08-01-2022,15-01-2023,7400,Accepted by Vendor,77,Delivered
798,INV0981,Quitzon Group,Epsilon Whatchamacallit Order,8,Procurement,02-01-2022,15-03-2025,4200,Accepted by Vendor,7,Delivered
799,INV0987,Jacobi Group,Epsilon Whatchamacallit Order,38,Management,06-03-2022,20-04-2022,5200,Accepted by Vendor,9,Delivered
800,INV2109,Gleichner LLC,Alpha Widget Order,65,HR,20-01-2022,10-07-2024,1750,Accepted by Vendor,79,Delivered
801,INV8761,"Zemlak, Littel and Kovacek",Delta Doohickey Order,27,HR,16-02-2022,22-04-2025,2700,Accepted by Vendor,21,Delivered
802,INV2109,Langworth-Schaden,Gamma Thingamajig Order,41,Management,21-01-2022,15-03-2022,6900,Accepted by Vendor,34,Delivered
803,INV4321,Satterfield Inc,Gamma Thingamajig Order,50,Management,24-01-2022,05-06-2023,4200,Accepted by Vendor,51,Delivered
804,INV4326,Schultz-Hermiston,Beta Gizmo Order,13,Cyber Security,18-02-2022,30-08-2023,1050,Accepted by Vendor,49,Delivered
805,INV0981,Funk LLC,Delta Doohickey Order,10,Procurement,05-03-2022,12-05-2022,2500,Accepted by Vendor,83,Delivered
806,INV0981,Rice and Sons,Epsilon Whatchamacallit Order,39,Management,25-02-2022,30-08-2023,4600,Accepted by Vendor,37,Delivered
807,INV0987,Ferry-Cole,Delta Doohickey Order,92,Cyber Security,24-02-2022,05-09-2024,1325,Accepted by Vendor,92,Delivered
808,INV0123,Moore-Brown,Gamma Thingamajig Order,94,Software Develpoment,26-02-2022,10-07-2024,5300,Accepted by Vendor,75,Delivered
809,INV8761,"Schultz, Bode and Cremin",Gamma Thingamajig Order,91,Software Develpoment,08-01-2022,30-06-2026,8500,Accepted by Vendor,92,Delivered
810,INV9012,Altenwerth LLC,Alpha Widget Order,56,Software Develpoment,06-03-2022,20-12-2024,1100,Accepted by Vendor,44,Delivered
811,INV9876,Bayer-Rodriguez,Delta Doohickey Order,3,Software Develpoment,08-02-2022,05-10-2023,7300,Accepted by Vendor,78,Delivered
812,INV8765,"Koch, O'Connell and Greenfelder",Gamma Thingamajig Order,47,Cyber Security,02-02-2022,20-12-2023,7200,Accepted by Vendor,65,Delivered
813,INV0981,Conroy-Quitzon,Alpha Widget Order,43,Network,05-02-2022,20-12-2026,7100,Accepted by Vendor,34,Delivered
814,INV8761,Hickle-Skiles,Gamma Thingamajig Order,39,Procurement,18-01-2022,30-06-2022,2200,Accepted by Vendor,93,Delivered
815,INV4321,Nienow-Ruecker,Epsilon Whatchamacallit Order,33,HR,08-01-2022,05-06-2023,5300,Accepted by Vendor,72,Delivered
816,INV0987,"Grady, Hilll and Champlin",Beta Gizmo Order,78,Finance,05-01-2022,10-07-2024,1800,Accepted by Vendor,51,Delivered
817,INV2345,Borer-Murray,Beta Gizmo Order,95,Software Develpoment,05-01-2022,25-02-2023,9400,Accepted by Vendor,92,Delivered
818,INV0987,Conroy-Schimmel,Delta Doohickey Order,14,Procurement,20-01-2022,15-12-2026,1325,Accepted by Vendor,55,Delivered
819,INV2190,"Dickens, Walsh and Medhurst",Beta Gizmo Order,18,Network,04-02-2022,20-01-2025,10000,Accepted by Vendor,75,Delivered
820,INV4326,Feeney and Sons,Delta Doohickey Order,92,HR,08-03-2022,18-09-2022,7900,Accepted by Vendor,55,Delivered
821,INV6543,Reilly Group,Alpha Widget Order,25,Procurement,20-02-2022,20-12-2023,9100,Accepted by Vendor,64,Delivered
822,INV2109,Jacobi-Schaefer,Beta Gizmo Order,9,Finance,19-03-2022,20-11-2026,6500,Accepted by Vendor,20,Delivered
823,INV6543,Williamson-Runte,Beta Gizmo Order,53,Cyber Security,16-01-2022,10-07-2024,8900,Accepted by Vendor,27,Delivered
824,INV4326,Miller-Douglas,Beta Gizmo Order,20,Procurement,17-03-2022,20-12-2026,5000,Accepted by Vendor,16,Delivered
825,INV2190,"Yundt, Graham and Ratke",Beta Gizmo Order,55,Procurement,09-02-2022,25-03-2026,1400,Accepted by Vendor,55,Delivered
826,INV0981,"Kulas, Weber and Lynch",Alpha Widget Order,72,Network,11-02-2022,30-04-2026,7700,Accepted by Vendor,57,Delivered
827,INV0981,Macejkovic-Hammes,Alpha Widget Order,31,Procurement,22-03-2022,30-08-2023,4400,Accepted by Vendor,21,Delivered
828,INV5678,Walker-Rolfson,Delta Doohickey Order,71,Network,05-01-2022,30-08-2023,8900,Accepted by Vendor,75,Delivered
829,INV1234,Keebler-Huels,Gamma Thingamajig Order,57,Procurement,19-03-2022,15-08-2024,1600,Accepted by Vendor,76,Delivered
830,INV0981,Ryan LLC,Alpha Widget Order,67,HR,18-01-2022,30-12-2026,4300,Accepted by Vendor,38,Delivered
831,INV8761,Hand and Sons,Epsilon Whatchamacallit Order,65,Finance,28-02-2022,10-07-2024,1325,Accepted by Vendor,44,Delivered
832,INV0981,"Welch, Vandervort and Simonis",Epsilon Whatchamacallit Order,20,Cyber Security,17-03-2022,20-12-2023,4500,Accepted by Vendor,73,Delivered
833,INV6543,Considine-Lubowitz,Gamma Thingamajig Order,40,Management,22-02-2022,15-06-2025,1400,Accepted by Vendor,95,Delivered
834,INV8761,West LLC,Beta Gizmo Order,52,Cyber Security,10-01-2022,15-11-2024,1750,Accepted by Vendor,88,Delivered
835,INV6543,Rath-Gleichner,Delta Doohickey Order,87,Finance,19-03-2022,05-06-2023,5100,Accepted by Vendor,16,Delivered
836,INV0981,Daniel and Sons,Alpha Widget Order,49,Procurement,24-03-2022,30-08-2023,8600,Accepted by Vendor,21,Delivered
837,INV8761,Champlin Group,Epsilon Whatchamacallit Order,41,Network,29-03-2022,28-07-2023,1300,Accepted by Vendor,25,Delivered
838,INV6789,"King, Brown and Frami",Beta Gizmo Order,31,Cyber Security,24-03-2022,03-12-2026,8900,Accepted by Vendor,33,Delivered
839,INV2109,"Stiedemann, Reichel and Stark",Delta Doohickey Order,22,Cyber Security,20-01-2022,12-05-2022,7200,Accepted by Vendor,10,Delivered
840,INV2109,"Klocko, Mitchell and Metz",Epsilon Whatchamacallit Order,68,Network,21-03-2022,30-12-2025,2100,Accepted by Vendor,47,Delivered
841,INV6543,"Schuster, Conroy and Bartell",Epsilon Whatchamacallit Order,18,Finance,29-03-2022,25-02-2023,6600,Accepted by Vendor,92,Delivered
842,INV6543,"Jast, O'Kon and Kuhic",Beta Gizmo Order,84,Finance,13-02-2022,05-09-2025,5800,Accepted by Vendor,57,Delivered
843,INV0981,Oberbrunner-Block,Delta Doohickey Order,77,Software Develpoment,29-03-2022,15-03-2022,2100,Accepted by Vendor,28,Delivered
844,INV2190,Jacobi Inc,Beta Gizmo Order,67,HR,03-03-2022,18-02-2024,7700,Accepted by Vendor,64,Delivered
845,INV8901,Jast Group,Beta Gizmo Order,72,Software Develpoment,13-02-2022,18-04-2023,1225,Accepted by Vendor,50,Delivered
846,INV0987,Schamberger-Sauer,Delta Doohickey Order,13,Management,15-03-2022,23-11-2022,9100,Accepted by Vendor,36,Delivered
847,INV2345,"Leffler, Cartwright and Kuhlman",Alpha Widget Order,17,HR,12-03-2022,10-02-2022,2000,Accepted by Vendor,37,Delivered
848,INV2190,Smith-Krajcik,Epsilon Whatchamacallit Order,99,HR,23-02-2022,07-07-2022,8600,Accepted by Vendor,65,Delivered
849,INV2109,Graham and Sons,Alpha Widget Order,92,Cyber Security,28-03-2022,05-06-2023,9100,Accepted by Vendor,64,Delivered
850,INV3456,"Bogan, Schneider and Hilll",Epsilon Whatchamacallit Order,74,HR,16-03-2022,20-12-2023,8900,Accepted by Vendor,11,Delivered
851,INV2109,"Howe, McDermott and Corwin",Epsilon Whatchamacallit Order,57,Procurement,15-03-2022,10-10-2024,1225,Accepted by Vendor,77,Delivered
852,INV4321,Price-Lebsack,Epsilon Whatchamacallit Order,78,HR,05-03-2022,29-11-2025,7300,Accepted by Vendor,76,Delivered
853,INV8761,Zemlak-Lesch,Epsilon Whatchamacallit Order,76,Network,11-02-2022,18-02-2024,9700,Accepted by Vendor,9,Delivered
854,INV7890,Huel LLC,Alpha Widget Order,49,Finance,19-01-2022,10-10-2024,7400,Accepted by Vendor,41,Delivered
855,INV0981,Hilpert-Gleason,Alpha Widget Order,75,HR,17-02-2022,29-11-2025,7800,Accepted by Vendor,46,Delivered
856,INV6547,"Kohler, Fadel and Quitzon",Alpha Widget Order,48,Management,19-02-2022,10-07-2024,1225,Accepted by Vendor,32,Delivered
857,INV2109,Bahringer-Daniel,Gamma Thingamajig Order,39,HR,17-03-2022,25-10-2025,1650,Accepted by Vendor,25,Delivered
858,INV0981,Schneider-Stoltenberg,Delta Doohickey Order,4,Cyber Security,25-03-2022,20-04-2022,1500,Accepted by Vendor,99,Delivered
859,INV8761,Daniel-Schowalter,Epsilon Whatchamacallit Order,100,Procurement,08-02-2022,03-12-2026,6500,Accepted by Vendor,21,Delivered
860,INV0981,Greenholt and Sons,Gamma Thingamajig Order,12,HR,20-02-2022,15-08-2024,3900,Accepted by Vendor,77,Delivered
861,INV6547,"Hirthe, Swaniawski and Fadel",Gamma Thingamajig Order,68,Software Develpoment,13-01-2022,20-05-2023,5800,Accepted by Vendor,23,Delivered
862,INV9012,Okuneva-Osinski,Beta Gizmo Order,14,Network,02-02-2022,20-11-2026,4200,Accepted by Vendor,57,Delivered
863,INV7890,"Hodkiewicz, Jakubowski and Howell",Alpha Widget Order,74,Finance,08-03-2022,15-12-2026,2400,Accepted by Vendor,13,Delivered
864,INV8761,"Weimann, Powlowski and MacGyver",Beta Gizmo Order,33,Network,28-02-2022,29-11-2025,8700,Accepted by Vendor,75,Delivered
865,INV2190,Frami LLC,Gamma Thingamajig Order,44,Network,09-01-2022,10-11-2023,5200,Accepted by Vendor,81,Delivered
866,INV5432,Volkman-Reilly,Epsilon Whatchamacallit Order,4,Procurement,30-03-2022,15-12-2026,4000,Accepted by Vendor,76,Delivered
867,INV0987,"Heaney, Mante and Terry",Delta Doohickey Order,93,Finance,03-02-2022,10-12-2025,8500,Accepted by Vendor,55,Delivered
868,INV6547,"Conroy, Lakin and Barton",Epsilon Whatchamacallit Order,31,Network,28-03-2022,22-03-2024,9200,Accepted by Vendor,15,Delivered
869,INV4321,Prosacco-Streich,Alpha Widget Order,61,Cyber Security,02-03-2022,18-04-2023,1500,Accepted by Vendor,5,Delivered
870,INV9876,Dibbert-Cormier,Gamma Thingamajig Order,92,HR,02-02-2022,20-12-2024,10000,Accepted by Vendor,85,Delivered
871,INV8765,Schroeder Group,Beta Gizmo Order,87,HR,07-02-2022,01-11-2025,8300,Accepted by Vendor,13,Delivered
872,INV2190,Balistreri-Zboncak,Epsilon Whatchamacallit Order,76,Software Develpoment,26-02-2022,15-04-2024,8800,Accepted by Vendor,60,Delivered
873,INV7890,"Kris, Murphy and Romaguera",Beta Gizmo Order,75,Management,17-02-2022,28-07-2023,1650,Accepted by Vendor,81,Delivered
874,INV2109,Ratke Group,Gamma Thingamajig Order,70,Management,18-01-2022,05-09-2025,7000,Accepted by Vendor,37,Delivered
875,INV8765,Medhurst-Gislason,Delta Doohickey Order,23,Procurement,16-01-2022,05-08-2022,7100,Accepted by Vendor,64,Delivered
876,INV2109,"Runte, Romaguera and Halvorson",Beta Gizmo Order,6,Cyber Security,10-03-2022,10-10-2024,2000,Accepted by Vendor,15,Delivered
877,INV4326,"Hirthe, Ebert and Mante",Gamma Thingamajig Order,45,Software Develpoment,19-02-2022,15-04-2024,5100,Accepted by Vendor,61,Delivered
878,INV0987,Buckridge Inc,Epsilon Whatchamacallit Order,50,Cyber Security,24-02-2022,23-11-2022,5400,Accepted by Vendor,34,Delivered
879,INV0123,Heidenreich and Sons,Delta Doohickey Order,58,HR,15-01-2022,12-05-2022,1400,Accepted by Vendor,7,Delivered
880,INV8765,Fisher-Schaden,Delta Doohickey Order,67,Network,22-01-2022,30-04-2026,2400,Accepted by Vendor,25,Delivered
881,INV6543,Reichert LLC,Alpha Widget Order,50,Network,02-02-2022,05-06-2024,9200,Accepted by Vendor,77,Delivered
882,INV0987,"Kuhlman, Feil and Beier",Delta Doohickey Order,92,HR,05-03-2022,18-02-2024,3100,Accepted by Vendor,19,Delivered
883,INV8761,Bahringer Inc,Gamma Thingamajig Order,72,Network,23-01-2022,15-06-2025,9600,Accepted by Vendor,53,Delivered
884,INV8765,Reynolds-Padberg,Delta Doohickey Order,43,Procurement,12-02-2022,10-01-2024,3700,Accepted by Vendor,42,Delivered
885,INV2109,Kreiger Group,Delta Doohickey Order,49,Management,06-01-2022,28-07-2023,9400,Accepted by Vendor,67,Delivered
886,INV6547,Torp-Toy,Epsilon Whatchamacallit Order,80,Finance,04-03-2022,30-06-2022,1700,Accepted by Vendor,88,Delivered
887,INV0987,Feil-Bruen,Delta Doohickey Order,79,Management,05-03-2022,30-06-2026,5500,Accepted by Vendor,26,Delivered
888,INV8765,Nikolaus-Walsh,Alpha Widget Order,35,Finance,18-02-2022,25-02-2023,5300,Accepted by Vendor,33,Delivered
889,INV0981,Cruickshank-Reichel,Delta Doohickey Order,81,Network,01-03-2022,12-05-2022,1500,Accepted by Vendor,68,Delivered
890,INV0987,"Lakin, Lockman and Leuschke",Gamma Thingamajig Order,63,Management,07-01-2022,14-09-2023,1100,Accepted by Vendor,3,Delivered
891,INV4326,Erdman LLC,Epsilon Whatchamacallit Order,59,Procurement,08-02-2022,15-06-2025,9700,Accepted by Vendor,30,Delivered
892,INV6543,"Hansen, Carroll and Lockman",Alpha Widget Order,84,Procurement,23-03-2022,30-12-2022,3500,Accepted by Vendor,82,Delivered
893,INV5432,Will Inc,Gamma Thingamajig Order,35,Cyber Security,06-01-2022,14-09-2023,3400,Accepted by Vendor,30,Delivered
894,INV5432,Swaniawski Group,Beta Gizmo Order,55,Network,04-01-2022,10-12-2025,4600,Accepted by Vendor,21,Delivered
895,INV4567,Ledner Inc,Gamma Thingamajig Order,39,Finance,28-03-2022,18-02-2026,3000,Accepted by Vendor,45,Delivered
896,INV5432,Goyette and Sons,Gamma Thingamajig Order,93,Procurement,19-03-2022,05-01-2022,5500,Accepted by Vendor,66,Delivered
897,INV6547,"Stamm, Legros and Douglas",Epsilon Whatchamacallit Order,64,HR,23-02-2022,10-10-2024,8800,Accepted by Vendor,55,Delivered
898,INV4326,Nicolas-Stroman,Beta Gizmo Order,44,Procurement,15-02-2022,05-01-2022,1900,Accepted by Vendor,35,Delivered
899,INV8761,"Jacobi, Corwin and Bins",Gamma Thingamajig Order,21,Cyber Security,06-02-2022,01-11-2025,3800,Accepted by Vendor,33,Delivered
900,INV0987,Ratke-Kiehn,Gamma Thingamajig Order,58,Management,22-01-2022,15-08-2024,9900,Accepted by Vendor,28,Delivered
901,INV8761,Keebler-Littel,Gamma Thingamajig Order,35,Network,18-03-2022,25-02-2023,9800,Accepted by Vendor,16,Delivered
902,INV3456,"Spencer, Mraz and Stanton",Alpha Widget Order,95,Management,12-03-2022,20-11-2026,1325,Accepted by Vendor,34,Delivered
903,INV0987,"Casper, Bode and West",Beta Gizmo Order,16,Finance,06-01-2022,20-04-2022,6700,Accepted by Vendor,18,Delivered
904,INV6789,Hansen-Wilkinson,Alpha Widget Order,94,Finance,05-02-2022,05-09-2025,2500,Accepted by Vendor,92,Delivered
905,INV7890,Dibbert LLC,Delta Doohickey Order,21,Finance,15-03-2022,30-04-2026,9500,Accepted by Vendor,98,Delivered
906,INV6543,Tromp-O'Keefe,Gamma Thingamajig Order,9,HR,05-03-2022,20-04-2022,6700,Accepted by Vendor,75,Delivered
907,INV6547,"Hessel, Baumbach and Leannon",Beta Gizmo Order,97,Software Develpoment,07-01-2022,20-01-2025,4400,Accepted by Vendor,40,Delivered
908,INV4326,Ward and Sons,Beta Gizmo Order,84,Network,23-02-2022,30-06-2022,3100,Accepted by Vendor,84,Delivered
909,INV0981,"O'Kon, Harber and Kautzer",Epsilon Whatchamacallit Order,4,HR,08-02-2022,15-11-2024,1650,Accepted by Vendor,16,Delivered
910,INV4567,Lebsack-Dietrich,Alpha Widget Order,92,Network,11-01-2022,30-12-2022,1150,Accepted by Vendor,14,Delivered
911,INV8765,"Yundt, Marvin and Auer",Epsilon Whatchamacallit Order,71,Network,23-01-2022,15-03-2022,8500,Accepted by Vendor,32,Delivered
912,INV4567,Lindgren Inc,Delta Doohickey Order,65,Software Develpoment,16-03-2022,15-06-2025,6500,Accepted by Vendor,26,Delivered
913,INV8765,Abshire-Bednar,Alpha Widget Order,37,Management,25-02-2022,30-01-2026,5400,Accepted by Vendor,65,Delivered
914,INV0987,"Bartoletti, Krajcik and Bartell",Beta Gizmo Order,20,Finance,01-03-2022,25-10-2025,6800,Accepted by Vendor,50,Delivered
915,INV9012,Lockman Group,Delta Doohickey Order,81,HR,06-01-2022,15-10-2022,8500,Accepted by Vendor,98,Delivered
916,INV2109,Bosco-Boyer,Beta Gizmo Order,72,Finance,15-02-2022,15-12-2026,6900,Accepted by Vendor,45,Delivered
917,INV4326,Ritchie Inc,Epsilon Whatchamacallit Order,47,Management,05-02-2022,05-01-2022,5600,Accepted by Vendor,43,Delivered
918,INV8765,Wyman Inc,Delta Doohickey Order,17,Finance,13-03-2022,15-04-2024,6500,Accepted by Vendor,18,Delivered
919,INV6543,Smith and Sons,Beta Gizmo Order,82,Management,10-02-2022,15-03-2025,4900,Accepted by Vendor,60,Delivered
920,INV0987,"Rogahn, Christiansen and Kautzer",Gamma Thingamajig Order,76,Procurement,10-02-2022,25-05-2024,4900,Accepted by Vendor,41,Delivered
921,INV7890,"Ledner, Conroy and Cassin",Alpha Widget Order,80,Management,10-02-2022,30-12-2026,8900,Accepted by Vendor,94,Delivered
922,INV6543,Predovic-Spinka,Beta Gizmo Order,91,Management,12-01-2022,23-11-2022,4400,Accepted by Vendor,13,Delivered
923,INV0987,Bergnaum-Aufderhar,Epsilon Whatchamacallit Order,10,Procurement,21-01-2022,20-12-2024,6100,Accepted by Vendor,87,Delivered
924,INV6543,Kuhn-Jacobson,Delta Doohickey Order,70,HR,29-01-2022,30-12-2025,3900,Accepted by Vendor,78,Delivered
925,INV4326,Nader LLC,Alpha Widget Order,24,Network,06-03-2022,18-09-2022,5800,Accepted by Vendor,69,Delivered
926,INV4326,"Sporer, Reinger and Buckridge",Delta Doohickey Order,28,Procurement,10-01-2022,15-11-2024,5800,Accepted by Vendor,63,Delivered
927,INV6789,Kessler LLC,Alpha Widget Order,16,Network,03-01-2022,15-04-2024,8000,Accepted by Vendor,10,Delivered
928,INV9012,Harvey-D'Amore,Epsilon Whatchamacallit Order,50,Cyber Security,02-02-2022,25-12-2026,9900,Accepted by Vendor,50,Delivered
929,INV8761,Abbott Group,Alpha Widget Order,99,Cyber Security,21-02-2022,15-12-2026,9200,Accepted by Vendor,21,Delivered
930,INV8765,Keeling and Sons,Beta Gizmo Order,63,Management,01-03-2022,25-05-2025,7900,Accepted by Vendor,96,Delivered
931,INV4326,"Howe, Goldner and Lynch",Gamma Thingamajig Order,30,Software Develpoment,22-02-2022,18-02-2026,6700,Accepted by Vendor,38,Delivered
932,INV4321,Gleason LLC,Epsilon Whatchamacallit Order,87,Finance,11-01-2022,15-01-2023,3800,Accepted by Vendor,57,Delivered
933,INV0981,"Bauch, Bednar and Kilback",Beta Gizmo Order,98,Software Develpoment,18-03-2022,30-06-2026,2100,Accepted by Vendor,20,Delivered
934,INV4326,Rath LLC,Delta Doohickey Order,13,Software Develpoment,22-02-2022,30-06-2026,3500,Accepted by Vendor,43,Delivered
935,INV4321,Schultz LLC,Beta Gizmo Order,3,Management,23-02-2022,07-07-2022,4300,Accepted by Vendor,20,Delivered
936,INV4321,Graham Group,Alpha Widget Order,27,Network,06-03-2022,10-01-2024,7700,Accepted by Vendor,86,Delivered
937,INV0981,Fritsch LLC,Gamma Thingamajig Order,28,HR,26-03-2022,23-11-2022,6700,Accepted by Vendor,42,Delivered
938,INV4326,Hartmann-Wiegand,Gamma Thingamajig Order,32,Management,20-01-2022,10-10-2024,1800,Accepted by Vendor,93,Delivered
939,INV8765,Howell-Feest,Beta Gizmo Order,67,Management,06-01-2022,10-12-2025,3500,Accepted by Vendor,86,Delivered
940,INV4326,Medhurst-Schoen,Alpha Widget Order,15,Procurement,01-03-2022,15-03-2022,1700,Accepted by Vendor,44,Delivered
941,INV0987,"Walsh, Bednar and Wiza",Alpha Widget Order,68,Software Develpoment,17-02-2022,25-02-2023,2400,Accepted by Vendor,81,Delivered
942,INV6789,Boyer Group,Epsilon Whatchamacallit Order,64,Finance,27-01-2022,28-02-2025,1200,Accepted by Vendor,77,Delivered
943,INV8765,"Kiehn, Kutch and Spencer",Gamma Thingamajig Order,35,Software Develpoment,24-01-2022,23-11-2022,7100,Accepted by Vendor,60,Delivered
944,INV6543,"Becker, Hauck and Tillman",Gamma Thingamajig Order,39,Management,20-03-2022,07-07-2022,7700,Accepted by Vendor,46,Delivered
945,INV2109,Welch Inc,Epsilon Whatchamacallit Order,18,Procurement,02-01-2022,25-02-2023,1125,Accepted by Vendor,75,Delivered
946,INV4567,Blanda-Hilpert,Epsilon Whatchamacallit Order,96,Network,12-01-2022,30-04-2026,5000,Accepted by Vendor,71,Delivered
947,INV0981,O'Kon LLC,Alpha Widget Order,75,Software Develpoment,21-01-2022,05-10-2023,9100,Accepted by Vendor,88,Delivered
948,INV4321,Lesch and Sons,Epsilon Whatchamacallit Order,43,Cyber Security,27-01-2022,10-05-2026,8500,Accepted by Vendor,37,Delivered
949,INV2109,Rodriguez-Harber,Epsilon Whatchamacallit Order,54,HR,09-02-2022,28-07-2023,8300,Accepted by Vendor,90,Delivered
950,INV6543,"Kerluke, Gulgowski and Ferry",Delta Doohickey Order,77,Procurement,09-03-2022,25-03-2026,7400,Accepted by Vendor,98,Delivered
951,INV0981,"Mitchell, Shanahan and Roberts",Gamma Thingamajig Order,74,Management,15-02-2022,05-09-2024,8900,Accepted by Vendor,31,Delivered
952,INV8765,Koss and Sons,Beta Gizmo Order,13,Network,27-01-2022,05-06-2023,2500,Accepted by Vendor,87,Delivered
953,INV0981,"O'Connell, Pfannerstill and Wehner",Alpha Widget Order,68,Network,22-01-2022,30-12-2022,2100,Accepted by Vendor,89,Delivered
954,INV0123,"Dare, Heathcote and Buckridge",Alpha Widget Order,25,Cyber Security,14-01-2022,28-02-2025,8300,Accepted by Vendor,83,Delivered
955,INV0123,"Funk, Paucek and Larson",Delta Doohickey Order,54,Management,17-02-2022,05-08-2022,10000,Accepted by Vendor,95,Delivered
956,INV8761,"Murazik, Sanford and Becker",Beta Gizmo Order,65,Network,11-01-2022,22-03-2024,4000,Accepted by Vendor,95,Delivered
957,INV0981,"Huels, Steuber and Klein",Epsilon Whatchamacallit Order,39,Finance,29-03-2022,10-11-2023,3100,Accepted by Vendor,56,Delivered
958,INV2190,"Boyer, Fadel and Wyman",Delta Doohickey Order,99,Software Develpoment,05-02-2022,30-04-2026,2200,Accepted by Vendor,26,Delivered
959,INV4326,Goldner and Sons,Gamma Thingamajig Order,31,Finance,22-03-2022,30-01-2026,3400,Accepted by Vendor,62,Delivered
960,INV6547,Boyle-Bosco,Delta Doohickey Order,72,Procurement,26-03-2022,30-04-2026,6700,Accepted by Vendor,88,Delivered
961,INV8765,Quitzon and Sons,Delta Doohickey Order,35,Cyber Security,06-01-2022,10-11-2023,7100,Accepted by Vendor,40,Delivered
962,INV4326,Swift-Hettinger,Epsilon Whatchamacallit Order,73,Procurement,05-02-2022,01-11-2025,1800,Accepted by Vendor,82,Delivered
963,INV0981,Robel and Sons,Epsilon Whatchamacallit Order,53,Cyber Security,13-02-2022,15-04-2024,8300,Accepted by Vendor,59,Delivered
964,INV3456,Bosco Inc,Alpha Widget Order,17,Network,04-01-2022,01-11-2025,8700,Accepted by Vendor,20,Delivered
965,INV0981,"Christiansen, Nader and Wiza",Delta Doohickey Order,60,Cyber Security,23-03-2022,30-01-2026,7300,Accepted by Vendor,50,Delivered
966,INV2190,"Bernier, Parker and Rutherford",Alpha Widget Order,23,Finance,26-02-2022,10-05-2026,2700,Accepted by Vendor,89,Delivered
967,INV0981,"Nienow, Kautzer and Grant",Delta Doohickey Order,52,HR,25-03-2022,05-09-2025,2300,Accepted by Vendor,51,Delivered
968,INV4321,Wisoky-Brekke,Alpha Widget Order,97,Procurement,16-01-2022,15-04-2024,3600,Accepted by Vendor,23,Delivered
